???? ????? ??( 20220804 ?? ),,,,,,,
"?? : ????, ??? : ??(? / ? / ?)",,,,,,,
?? : 2014? 07 ? ~ 2014? 12?,,,,,,,
??,??,???,????,????(?),???(kWh),????(?),??????(?/kWh)
201411,????,??(? / ? / ?),???,"158,342 ","24,291,826 ","2,556,684,800 ",105.2 
201411,????,??(? / ? / ?),? ?,"82,803 ","114,791,840 ","7,294,902,408 ",63.5 
201412,????,??(? / ? / ?),???,"1,062,364 ","283,481,035 ","34,495,047,033 ",121.7 
201412,????,??(? / ? / ?),???,"203,086 ","443,457,795 ","60,475,230,787 ",136.4 
201412,????,??(? / ? / ?),???,"1,464 ","62,110,770 ","6,567,232,109 ",105.7 
201412,????,??(? / ? / ?),???,"29,902 ","2,850,610,744 ","324,249,260,801 ",113.7 
201412,????,??(? / ? / ?),???,"288,650 ","140,478,683 ","6,974,472,367 ",49.6 
201412,????,??(? / ? / ?),???,"158,639 ","25,097,715 ","2,605,776,452 ",103.8 
201412,????,??(? / ? / ?),? ?,"82,740 ","177,157,293 ","13,317,065,834 ",75.2 
??,??,??,??,"10,979,961","22,655,807,501","2,439,941,775,730",107.7
,,,,,,,
??,??,???,????,????(?),???(kWh),????(?),??????(?/kWh)
201407,????,???,???,"10,793 ","1,254,896 ","158,610,244 ",126.4 
201407,????,???,???,113 ,"8,056,971 ","999,127,727 ",124 
201407,????,???,???,"13,018 ","6,020,864 ","308,153,244 ",51.2 
201407,????,???,???,"2,825 ","141,686,794 ","17,952,187,643 ",126.7 
201407,????,???,? ?,"9,026 ","2,121,023 ","124,061,481 ",58.5 
201407,????,???,???,"15,518 ","32,906,883 ","4,881,535,843 ",148.3 
201407,????,???,???,"89,230 ","26,040,779 ","2,738,578,007 ",105.2 
201407,????,???,??,"140,523 ","218,088,210 ","27,162,254,189 ",124.5 
201407,????,???,???,"15,144 ","1,317,678 ","167,538,724 ",127.1 
201407,????,???,???,120 ,"2,972,046 ","413,663,087 ",139.2 
201407,????,???,???,"16,638 ","8,605,536 ","416,303,287 ",48.4 
201407,????,???,???,"3,348 ","203,989,653 ","26,220,975,497 ",128.5 
201407,????,???,? ?,"10,083 ","4,940,550 ","274,323,026 ",55.5 
201407,????,???,???,"23,148 ","51,654,135 ","7,785,276,854 ",150.7 
201407,????,???,???,"113,844 ","25,971,962 ","2,994,688,451 ",115.3 
201407,????,???,??,"182,325 ","299,451,560 ","38,272,768,926 ",127.8 
201407,????,???,???,"3,832 ","420,947 ","50,189,873 ",119.2 
201407,????,???,???,26 ,"244,147 ","38,503,513 ",157.7 
201407,????,???,???,"6,128 ","5,127,475 ","217,125,293 ",42.3 
201407,????,???,???,"1,294 ","85,988,866 ","10,442,572,884 ",121.4 
201407,????,???,? ?,"1,576 ","587,184 ","30,520,737 ",52 
201407,????,???,???,"2,842 ","3,974,533 ","621,917,765 ",156.5 
201407,????,???,???,"13,361 ","2,905,212 ","315,200,438 ",108.5 
201407,????,???,??,"29,059 ","99,248,364 ","11,716,030,503 ",118 
201407,????,???,???,"8,573 ","1,700,006 ","219,971,620 ",129.4 
201407,????,???,???,181 ,"4,968,295 ","682,395,625 ",137.4 
201407,????,???,???,"8,758 ","6,605,195 ","259,964,319 ",39.4 
201407,????,???,???,"3,100 ","812,437,383 ","92,053,159,260 ",113.3 
201407,????,???,? ?,"4,526 ","2,808,237 ","153,792,911 ",54.8 
201407,????,???,???,"25,756 ","58,370,179 ","8,702,692,996 ",149.1 
201407,????,???,???,"133,342 ","41,294,169 ","4,644,465,200 ",112.5 
201407,????,???,??,"184,236 ","928,183,464 ","106,716,441,931 ",115 
201407,????,???,???,"2,422 ","297,461 ","37,586,947 ",126.4 
201407,????,???,???,17 ,"166,935 ","24,815,028 ",148.7 
201407,????,???,???,"8,267 ","4,454,310 ","212,814,362 ",47.8 
201407,????,???,???,461 ,"12,427,378 ","1,631,712,591 ",131.3 
201407,????,???,? ?,"1,325 ","509,901 ","28,361,253 ",55.6 
201407,????,???,???,"2,010 ","3,512,389 ","551,800,920 ",157.1 
201407,????,???,???,"12,814 ","1,910,393 ","208,478,431 ",109.1 
201407,????,???,??,"27,316 ","23,278,767 ","2,695,569,532 ",115.8 
201407,????,???,???,"8,494 ","1,244,929 ","157,804,290 ",126.8 
201407,????,???,???,82 ,"1,375,671 ","194,723,910 ",141.5 
201407,????,???,???,"22,476 ","8,380,453 ","427,711,528 ",51 
201407,????,???,???,"1,183 ","116,542,302 ","13,942,459,658 ",119.6 
201407,????,???,? ?,"5,207 ","2,312,838 ","139,254,592 ",60.2 
201407,????,???,???,"9,152 ","16,820,408 ","2,611,588,726 ",155.3 
201407,????,???,???,"48,429 ","11,595,406 ","1,270,196,430 ",109.5 
201407,????,???,??,"95,023 ","158,272,007 ","18,743,739,134 ",118.4 
201407,????,???,???,"4,156 ","824,064 ","101,683,132 ",123.4 
201407,????,???,???,56 ,"727,644 ","103,419,390 ",142.1 
201407,????,???,???,"10,213 ","4,164,918 ","206,692,710 ",49.6 
201407,????,???,???,718 ,"17,387,052 ","2,193,646,090 ",126.2 
201407,????,???,? ?,"3,406 ","1,394,490 ","75,910,928 ",54.4 
201407,????,???,???,"6,288 ","10,685,969 ","1,692,331,453 ",158.4 
201407,????,???,???,"33,740 ","6,869,120 ","773,410,310 ",112.6 
201407,????,???,??,"58,577 ","42,053,257 ","5,147,094,013 ",122.4 
201407,????,???,???,"4,354 ","284,128 ","35,736,128 ",125.8 
201407,????,???,???,37 ,"174,640 ","29,889,641 ",171.2 
201407,????,???,???,"10,912 ","2,646,687 ","150,231,838 ",56.8 
201407,????,???,???,451 ,"140,404,969 ","14,615,405,724 ",104.1 
201407,????,???,? ?,"2,477 ","1,197,159 ","64,959,638 ",54.3 
201407,????,???,???,"2,946 ","3,154,833 ","516,369,103 ",163.7 
201407,????,???,???,"17,775 ","2,945,808 ","325,591,796 ",110.5 
201407,????,???,??,"38,952 ","150,808,224 ","15,738,183,868 ",104.4 
201407,????,???,???,"6,243 ","1,195,309 ","148,148,058 ",123.9 
201407,????,???,???,68 ,"1,053,916 ","154,641,514 ",146.7 
201407,????,???,???,"24,217 ","10,209,207 ","505,325,048 ",49.5 
201407,????,???,???,"1,025 ","11,414,419 ","1,581,190,750 ",138.5 
201407,????,???,? ?,"4,995 ","1,709,097 ","93,500,334 ",54.7 
201407,????,???,???,"7,504 ","12,185,347 ","1,915,254,408 ",157.2 
201407,????,???,???,"47,724 ","9,080,956 ","993,712,235 ",109.4 
201407,????,???,??,"91,776 ","46,848,251 ","5,391,772,347 ",115.1 
201407,????,???,???,"3,322 ","547,717 ","68,529,007 ",125.1 
201407,????,???,???,29 ,"268,017 ","39,228,930 ",146.4 
201407,????,???,???,"15,483 ","6,173,294 ","307,656,083 ",49.8 
201407,????,???,???,"1,505 ","52,383,879 ","6,656,681,267 ",127.1 
201407,????,???,? ?,"2,482 ","797,929 ","43,880,890 ",55 
201407,????,???,???,"3,728 ","5,477,471 ","842,240,642 ",153.8 
201407,????,???,???,"20,364 ","3,435,927 ","402,420,152 ",117.1 
201407,????,???,??,"46,913 ","69,084,234 ","8,360,636,971 ",121 
201407,????,???,???,"8,658 ","982,283 ","123,741,635 ",126 
201407,????,???,???,96 ,"2,285,837 ","325,307,961 ",142.3 
201407,????,???,???,"21,284 ","7,722,940 ","368,933,341 ",47.8 
201407,????,???,???,"1,198 ","19,933,789 ","2,627,700,605 ",131.8 
201407,????,???,? ?,"6,098 ","2,535,428 ","162,726,859 ",64.2 
201407,????,???,???,"12,434 ","25,575,581 ","3,874,684,397 ",151.5 
201407,????,???,???,"63,757 ","15,976,696 ","1,759,689,181 ",110.1 
201407,????,???,??,"113,525 ","75,012,554 ","9,242,783,979 ",123.2 
201407,????,???,???,"5,015 ","353,752 ","45,935,884 ",129.9 
201407,????,???,???,29 ,"206,876 ","30,635,023 ",148.1 
201407,????,???,???,"5,518 ","1,988,374 ","101,352,628 ",51 
201407,????,???,???,635 ,"4,765,094 ","709,285,593 ",148.9 
201407,????,???,? ?,"1,801 ","881,716 ","52,405,133 ",59.4 
201407,????,???,???,"4,964 ","7,735,759 ","1,246,248,335 ",161.1 
201407,????,???,???,"21,240 ","3,592,228 ","407,215,634 ",113.4 
201407,????,???,??,"39,202 ","19,523,799 ","2,593,078,230 ",132.8 
201407,????,???,???,"3,220 ","131,731 ","15,450,530 ",117.3 
201407,????,???,???,19 ,"123,582 ","21,890,395 ",177.1 
201407,????,???,???,"6,176 ","820,617 ","49,481,215 ",60.3 
201407,????,???,???,238 ,"635,728 ","97,590,147 ",153.5 
201407,????,???,? ?,"1,696 ","940,497 ","50,397,411 ",53.6 
201407,????,???,???,"1,649 ","1,798,146 ","300,253,410 ",167 
201407,????,???,???,"10,130 ","1,708,648 ","193,837,483 ",113.4 
201407,????,???,??,"23,128 ","6,158,949 ","728,900,591 ",118.3 
201407,????,???,???,"4,747 ","623,302 ","79,790,774 ",128 
201407,????,???,???,58 ,"1,112,876 ","165,704,522 ",148.9 
201407,????,???,???,"13,868 ","4,975,459 ","259,613,552 ",52.2 
201407,????,???,???,865 ,"66,058,124 ","7,614,762,381 ",115.3 
201407,????,???,? ?,"3,617 ","1,518,350 ","83,920,085 ",55.3 
201407,????,???,???,"8,882 ","13,576,856 ","2,126,248,845 ",156.6 
201407,????,???,???,"44,466 ","10,320,559 ","1,157,613,248 ",112.2 
201407,????,???,??,"76,503 ","98,185,526 ","11,487,653,407 ",117 
201407,????,???,???,"10,615 ","864,854 ","106,476,610 ",123.1 
201407,????,???,???,69 ,"1,029,249 ","151,205,114 ",146.9 
201407,????,???,???,"18,264 ","11,837,476 ","585,876,449 ",49.5 
201407,????,???,???,"1,685 ","72,847,877 ","9,624,472,273 ",132.1 
201407,????,???,? ?,"3,573 ","1,506,108 ","81,639,559 ",54.2 
201407,????,???,???,"7,586 ","13,339,771 ","2,025,784,606 ",151.9 
201407,????,???,???,"39,797 ","8,816,373 ","941,781,688 ",106.8 
201407,????,???,??,"81,589 ","110,241,708 ","13,517,236,299 ",122.6 
201407,????,???,???,"7,647 ","270,495 ","34,581,043 ",127.8 
201407,????,???,???,28 ,"341,901 ","54,406,865 ",159.1 
201407,????,???,???,"12,868 ","4,576,202 ","197,722,090 ",43.2 
201407,????,???,???,589 ,"3,812,564 ","551,956,431 ",144.8 
201407,????,???,? ?,"3,200 ","1,155,158 ","62,129,946 ",53.8 
201407,????,???,???,"3,307 ","5,148,619 ","791,036,069 ",153.6 
201407,????,???,???,"24,000 ","4,173,965 ","463,900,641 ",111.1 
201407,????,???,??,"51,639 ","19,478,904 ","2,155,733,085 ",110.7 
201407,????,???,???,736 ,"123,987 ","14,984,687 ",120.9 
201407,????,???,???,16 ,"72,586 ","11,543,116 ",159 
201407,????,???,???,398 ,"354,199 ","17,138,281 ",48.4 
201407,????,???,???,336 ,"469,797 ","79,312,302 ",168.8 
201407,????,???,? ?,4 ,707 ,"40,116 ",56.7 
201407,????,???,???,"1,542 ","2,314,276 ","382,499,006 ",165.3 
201407,????,???,???,"4,412 ","727,242 ","87,494,073 ",120.3 
201407,????,???,??,"7,444 ","4,062,794 ","593,011,581 ",146 
201407,????,???,???,"6,640 ","510,351 ","61,221,946 ",120 
201407,????,???,???,44 ,"552,964 ","78,559,627 ",142.1 
201407,????,???,???,"4,975 ","2,229,828 ","108,592,855 ",48.7 
201407,????,???,???,726 ,"19,173,496 ","2,994,866,181 ",156.2 
201407,????,???,? ?,"2,792 ","1,743,063 ","97,628,340 ",56 
201407,????,???,???,"5,067 ","10,945,641 ","1,613,228,522 ",147.4 
201407,????,???,???,"27,428 ","5,337,924 ","616,106,444 ",115.4 
201407,????,???,??,"47,672 ","40,493,267 ","5,570,203,915 ",137.6 
201407,????,???,???,"8,140 ","471,166 ","60,279,863 ",127.9 
201407,????,???,???,42 ,"293,263 ","47,917,356 ",163.4 
201407,????,???,???,"19,516 ","10,366,834 ","439,957,777 ",42.4 
201407,????,???,???,825 ,"8,900,676 ","1,201,816,232 ",135 
201407,????,???,? ?,"2,837 ","980,152 ","55,487,976 ",56.6 
201407,????,???,???,"4,197 ","5,285,346 ","854,551,560 ",161.7 
201407,????,???,???,"30,325 ","4,956,369 ","545,975,710 ",110.2 
201407,????,???,??,"65,882 ","31,253,806 ","3,205,986,474 ",102.6 
201407,????,???,???,"7,206 ","632,115 ","77,191,567 ",122.1 
201407,????,???,???,29 ,"322,777 ","48,215,642 ",149.4 
201407,????,???,???,"15,594 ","13,117,768 ","596,957,140 ",45.5 
201407,????,???,???,603 ,"7,872,411 ","1,032,694,083 ",131.2 
201407,????,???,? ?,"2,296 ","914,768 ","50,398,811 ",55.1 
201407,????,???,???,"3,658 ","5,718,548 ","893,261,137 ",156.2 
201407,????,???,???,"22,678 ","3,677,773 ","467,429,439 ",127.1 
201407,????,???,??,"52,064 ","32,256,160 ","3,166,147,819 ",98.2 
201407,????,???,???,"4,822 ","372,248 ","46,874,694 ",125.9 
201407,????,???,???,23 ,"179,326 ","29,726,547 ",165.8 
201407,????,???,???,"11,084 ","2,572,785 ","141,902,094 ",55.2 
201407,????,???,???,381 ,"1,495,503 ","216,106,264 ",144.5 
201407,????,???,? ?,"1,814 ","970,115 ","51,507,586 ",53.1 
201407,????,???,???,"2,748 ","3,515,753 ","562,329,973 ",159.9 
201407,????,???,???,"14,479 ","2,346,273 ","258,973,223 ",110.4 
201407,????,???,??,"35,351 ","11,452,003 ","1,307,420,381 ",114.2 
201407,????,???,???,"6,924 ","1,085,765 ","139,851,576 ",128.8 
201407,????,???,???,58 ,"1,217,266 ","166,781,886 ",137 
201407,????,???,???,"7,266 ","5,025,900 ","234,088,815 ",46.6 
201407,????,???,???,"2,788 ","126,177,679 ","15,619,046,594 ",123.8 
201407,????,???,? ?,"3,148 ","1,202,188 ","67,077,987 ",55.8 
201407,????,???,???,"9,471 ","24,948,628 ","3,408,387,457 ",136.6 
201407,????,???,???,"43,724 ","11,283,891 ","1,248,659,733 ",110.7 
201407,????,???,??,"73,379 ","170,941,317 ","20,883,894,048 ",122.2 
201407,????,???,???,"13,516 ","2,802,730 ","355,398,680 ",126.8 
201407,????,???,???,219 ,"15,424,442 ","1,623,057,844 ",105.2 
201407,????,???,???,"11,968 ","7,413,940 ","358,780,735 ",48.4 
201407,????,???,???,"2,579 ","1,020,696,673 ","111,009,064,294 ",108.8 
201407,????,???,? ?,"5,048 ","2,613,537 ","145,667,895 ",55.7 
201407,????,???,???,"37,082 ","76,414,961 ","11,578,549,828 ",151.5 
201407,????,???,???,"173,065 ","52,195,789 ","6,079,995,319 ",116.5 
201407,????,???,??,"243,477 ","1,177,562,072 ","131,150,514,595 ",111.4 
201408,????,???,???,"10,793 ","1,344,416 ","161,850,459 ",120.4 
201408,????,???,???,114 ,"7,444,615 ","913,176,292 ",122.7 
201408,????,???,???,"13,100 ","7,432,549 ","368,357,080 ",49.6 
201408,????,???,???,"2,827 ","128,713,064 ","16,294,773,459 ",126.6 
201408,????,???,? ?,"8,992 ","1,677,359 ","95,963,048 ",57.2 
201408,????,???,???,"15,583 ","36,789,867 ","5,284,516,468 ",143.6 
201408,????,???,???,"89,473 ","29,988,060 ","3,562,899,307 ",118.8 
201408,????,???,??,"140,882 ","213,389,930 ","26,681,536,113 ",125 
201408,????,???,???,"15,206 ","1,355,532 ","167,829,334 ",123.8 
201408,????,???,???,120 ,"2,687,880 ","381,949,869 ",142.1 
201408,????,???,???,"16,728 ","10,582,557 ","507,688,227 ",48 
201408,????,???,???,"3,369 ","197,131,967 ","24,731,376,689 ",125.5 
201408,????,???,? ?,"10,069 ","4,014,163 ","223,828,958 ",55.8 
201408,????,???,???,"23,237 ","58,353,435 ","8,442,199,404 ",144.7 
201408,????,???,???,"114,036 ","29,520,704 ","3,822,113,555 ",129.5 
201408,????,???,??,"182,765 ","303,646,238 ","38,276,986,036 ",126.1 
201408,????,???,???,"3,833 ","427,919 ","50,032,942 ",116.9 
201408,????,???,???,26 ,"217,793 ","36,170,539 ",166.1 
201408,????,???,???,"6,167 ","4,745,525 ","218,767,525 ",46.1 
201408,????,???,???,"1,294 ","77,428,515 ","9,398,501,118 ",121.4 
201408,????,???,? ?,"1,574 ","494,922 ","25,850,483 ",52.2 
201408,????,???,???,"2,837 ","4,577,308 ","684,163,469 ",149.5 
201408,????,???,???,"13,381 ","3,285,741 ","397,899,569 ",121.1 
201408,????,???,??,"29,112 ","91,177,723 ","10,811,385,645 ",118.6 
201408,????,???,???,"8,559 ","1,870,499 ","223,476,974 ",119.5 
201408,????,???,???,181 ,"3,906,807 ","578,962,194 ",148.2 
201408,????,???,???,"8,817 ","7,077,826 ","296,250,652 ",41.9 
201408,????,???,???,"3,108 ","784,547,989 ","86,316,946,320 ",110 
201408,????,???,? ?,"4,512 ","2,572,461 ","140,400,306 ",54.6 
201408,????,???,???,"25,745 ","63,886,160 ","9,243,703,787 ",144.7 
201408,????,???,???,"133,860 ","47,173,563 ","5,945,928,753 ",126 
201408,????,???,??,"184,782 ","911,035,305 ","102,745,668,986 ",112.8 
201408,????,???,???,"2,429 ","324,893 ","38,344,749 ",118 
201408,????,???,???,17 ,"169,511 ","25,432,708 ",150 
201408,????,???,???,"8,364 ","5,585,035 ","260,289,046 ",46.6 
201408,????,???,???,459 ,"12,023,346 ","1,571,913,663 ",130.7 
201408,????,???,? ?,"1,325 ","413,719 ","23,347,075 ",56.4 
201408,????,???,???,"2,015 ","3,971,870 ","598,867,061 ",150.8 
201408,????,???,???,"12,819 ","2,153,426 ","257,412,256 ",119.5 
201408,????,???,??,"27,428 ","24,641,800 ","2,775,606,558 ",112.6 
201408,????,???,???,"8,518 ","1,305,045 ","157,030,535 ",120.3 
201408,????,???,???,83 ,"1,306,956 ","188,241,400 ",144 
201408,????,???,???,"22,566 ","10,394,135 ","512,348,703 ",49.3 
201408,????,???,???,"1,190 ","112,819,766 ","13,184,412,044 ",116.9 
201408,????,???,? ?,"5,217 ","2,100,410 ","127,644,829 ",60.8 
201408,????,???,???,"9,295 ","18,793,235 ","2,832,527,317 ",150.7 
201408,????,???,???,"48,841 ","13,214,172 ","1,600,074,976 ",121.1 
201408,????,???,??,"95,710 ","159,933,719 ","18,602,279,804 ",116.3 
201408,????,???,???,"4,166 ","854,423 ","101,564,874 ",118.9 
201408,????,???,???,56 ,"689,212 ","99,951,017 ",145 
201408,????,???,???,"10,300 ","5,308,056 ","256,455,068 ",48.3 
201408,????,???,???,720 ,"16,089,904 ","2,010,828,120 ",125 
201408,????,???,? ?,"3,404 ","1,231,234 ","70,028,295 ",56.9 
201408,????,???,???,"6,294 ","11,882,169 ","1,809,832,028 ",152.3 
201408,????,???,???,"33,790 ","7,729,448 ","968,904,505 ",125.4 
201408,????,???,??,"58,730 ","43,784,446 ","5,317,563,907 ",121.4 
201408,????,???,???,"4,371 ","295,282 ","35,282,081 ",119.5 
201408,????,???,???,37 ,"165,381 ","29,239,826 ",176.8 
201408,????,???,???,"11,278 ","4,031,239 ","212,793,917 ",52.8 
201408,????,???,???,454 ,"147,433,380 ","14,734,838,133 ",99.9 
201408,????,???,? ?,"2,477 ","1,004,452 ","54,821,900 ",54.6 
201408,????,???,???,"2,969 ","3,675,808 ","574,037,843 ",156.2 
201408,????,???,???,"17,809 ","3,232,966 ","384,261,092 ",118.9 
201408,????,???,??,"39,395 ","159,838,508 ","16,025,274,792 ",100.3 
201408,????,???,???,"6,225 ","1,262,873 ","174,725,421 ",138.4 
201408,????,???,???,68 ,"1,100,838 ","159,493,871 ",144.9 
201408,????,???,???,"24,366 ","12,497,741 ","609,862,383 ",48.8 
201408,????,???,???,"1,026 ","11,094,204 ","1,537,626,029 ",138.6 
201408,????,???,? ?,"4,993 ","1,596,001 ","88,006,843 ",55.1 
201408,????,???,???,"7,543 ","13,244,406 ","1,939,236,322 ",146.4 
201408,????,???,???,"47,759 ","10,162,644 ","1,239,839,588 ",122 
201408,????,???,??,"91,980 ","50,958,707 ","5,748,790,457 ",112.8 
201408,????,???,???,"3,333 ","587,406 ","69,244,658 ",117.9 
201408,????,???,???,29 ,"221,748 ","34,840,156 ",157.1 
201408,????,???,???,"15,558 ","7,128,758 ","345,885,214 ",48.5 
201408,????,???,???,"1,520 ","48,221,280 ","6,130,206,679 ",127.1 
201408,????,???,? ?,"2,477 ","685,184 ","37,634,961 ",54.9 
201408,????,???,???,"3,745 ","5,999,834 ","890,988,622 ",148.5 
201408,????,???,???,"20,427 ","3,897,314 ","503,110,363 ",129.1 
201408,????,???,??,"47,089 ","66,741,524 ","8,011,910,653 ",120 
201408,????,???,???,"8,746 ","1,047,550 ","125,916,884 ",120.2 
201408,????,???,???,96 ,"2,219,431 ","322,180,676 ",145.2 
201408,????,???,???,"21,444 ","9,501,678 ","449,928,305 ",47.4 
201408,????,???,???,"1,206 ","17,898,294 ","2,379,824,002 ",133 
201408,????,???,? ?,"6,087 ","2,308,343 ","151,286,766 ",65.5 
201408,????,???,???,"12,552 ","27,905,268 ","4,114,031,360 ",147.4 
201408,????,???,???,"63,825 ","17,745,466 ","2,148,182,463 ",121.1 
201408,????,???,??,"113,956 ","78,626,030 ","9,691,350,456 ",123.3 
201408,????,???,???,"5,016 ","397,027 ","47,462,434 ",119.5 
201408,????,???,???,29 ,"193,824 ","30,429,037 ",157 
201408,????,???,???,"5,585 ","2,813,970 ","137,652,757 ",48.9 
201408,????,???,???,639 ,"4,598,900 ","690,103,073 ",150.1 
201408,????,???,? ?,"1,798 ","781,895 ","47,091,039 ",60.2 
201408,????,???,???,"4,965 ","9,119,154 ","1,402,825,511 ",153.8 
201408,????,???,???,"21,298 ","4,032,700 ","503,060,859 ",124.7 
201408,????,???,??,"39,330 ","21,937,470 ","2,858,624,710 ",130.3 
201408,????,???,???,"3,223 ","136,659 ","15,206,779 ",111.3 
201408,????,???,???,19 ,"121,579 ","21,750,586 ",178.9 
201408,????,???,???,"6,305 ","1,481,744 ","79,909,330 ",53.9 
201408,????,???,???,242 ,"703,849 ","103,576,303 ",147.2 
201408,????,???,? ?,"1,695 ","775,249 ","41,654,789 ",53.7 
201408,????,???,???,"1,652 ","2,155,030 ","339,381,397 ",157.5 
201408,????,???,???,"10,157 ","1,975,909 ","252,942,409 ",128 
201408,????,???,??,"23,293 ","7,350,019 ","854,421,593 ",116.2 
201408,????,???,???,"4,781 ","655,212 ","79,895,034 ",121.9 
201408,????,???,???,58 ,"1,084,787 ","163,747,668 ",150.9 
201408,????,???,???,"13,979 ","6,391,357 ","317,724,318 ",49.7 
201408,????,???,???,864 ,"68,155,738 ","7,490,777,691 ",109.9 
201408,????,???,? ?,"3,613 ","1,313,798 ","74,039,693 ",56.4 
201408,????,???,???,"8,943 ","15,105,050 ","2,291,225,117 ",151.7 
201408,????,???,???,"44,481 ","11,240,519 ","1,361,483,732 ",121.1 
201408,????,???,??,"76,719 ","103,946,461 ","11,778,893,253 ",113.3 
201408,????,???,???,"10,630 ","912,348 ","107,384,410 ",117.7 
201408,????,???,???,69 ,"1,139,150 ","160,932,227 ",141.3 
201408,????,???,???,"18,411 ","13,035,856 ","632,971,646 ",48.6 
201408,????,???,???,"1,700 ","64,980,205 ","8,625,509,304 ",132.7 
201408,????,???,? ?,"3,569 ","1,233,665 ","66,924,025 ",54.2 
201408,????,???,???,"7,654 ","14,738,186 ","2,173,630,592 ",147.5 
201408,????,???,???,"39,910 ","9,829,095 ","1,150,036,581 ",117 
201408,????,???,??,"81,943 ","105,868,505 ","12,917,388,785 ",122 
201408,????,???,???,"7,663 ","301,986 ","35,242,847 ",116.7 
201408,????,???,???,28 ,"350,294 ","59,604,874 ",170.2 
201408,????,???,???,"12,935 ","6,747,484 ","284,102,430 ",42.1 
201408,????,???,???,590 ,"3,850,638 ","555,144,311 ",144.2 
201408,????,???,? ?,"3,196 ","1,003,087 ","54,357,324 ",54.2 
201408,????,???,???,"3,322 ","5,832,702 ","865,976,737 ",148.5 
201408,????,???,???,"23,998 ","4,702,502 ","576,704,323 ",122.6 
201408,????,???,??,"51,732 ","22,788,693 ","2,431,132,846 ",106.7 
201408,????,???,???,735 ,"130,016 ","15,050,695 ",115.8 
201408,????,???,???,16 ,"77,818 ","12,076,017 ",155.2 
201408,????,???,???,400 ,"400,724 ","19,012,271 ",47.4 
201408,????,???,???,334 ,"449,670 ","73,166,841 ",162.7 
201408,????,???,? ?,4 ,796 ,"45,502 ",57.2 
