拌距辆喊 傈仿荤侩樊 岿喊( 20220804 泅犁 ),,,,,,,
"矫档 : 堡林堡开矫, 矫焙备 : 傈眉(矫 / 焙 / 备)",,,,,,,
扁埃 : 2012斥 01 岿 ~ 2012斥 06岿,,,,,,,
斥岿,矫备,矫焙备,拌距备盒,绊按龋荐(龋),荤侩樊(kWh),傈扁夸陛(盔),乞闭魄概窜啊(盔/kWh)
201201,堡林堡开矫,堡魂备,老馆侩,"14,686 ","49,473,290 ","5,726,977,979 ",115.8 
201201,堡林堡开矫,堡魂备,林琶侩,"61,922 ","34,150,227 ","4,116,104,719 ",120.5 
201201,堡林堡开矫,堡魂备,钦拌,"89,753 ","268,183,125 ","28,836,740,544 ",107.5 
201201,堡林堡开矫,巢备,啊肺殿,"6,882 ","1,103,329 ","98,465,757 ",89.2 
201201,堡林堡开矫,巢备,背腊侩,153 ,"3,323,844 ","366,167,996 ",110.2 
201201,堡林堡开矫,巢备,丑荤侩,"1,910 ","1,026,715 ","43,066,092 ",41.9 
201201,堡林堡开矫,巢备,魂诀侩,456 ,"2,377,545 ","275,023,170 ",115.7 
201201,堡林堡开矫,巢备,缴 具,"1,655 ","4,799,717 ","300,959,978 ",62.7 
201201,堡林堡开矫,巢备,老馆侩,"9,621 ","26,297,926 ","3,009,345,039 ",114.4 
201201,堡林堡开矫,巢备,林琶侩,"53,995 ","26,412,115 ","3,509,771,162 ",132.9 
201201,堡林堡开矫,巢备,钦拌,"74,672 ","65,341,191 ","7,602,799,194 ",116.4 
201201,堡林堡开矫,悼备,啊肺殿,"4,943 ","815,340 ","70,373,665 ",86.3 
201201,堡林堡开矫,悼备,背腊侩,73 ,"4,353,391 ","419,525,809 ",96.4 
201201,堡林堡开矫,悼备,丑荤侩,162 ,"78,051 ","3,381,819 ",43.3 
201201,堡林堡开矫,悼备,魂诀侩,415 ,"2,905,188 ","277,771,256 ",95.6 
201201,堡林堡开矫,悼备,缴 具,"1,618 ","4,113,036 ","267,505,060 ",65 
201201,堡林堡开矫,悼备,老馆侩,"11,103 ","36,069,206 ","4,098,838,568 ",113.6 
201201,堡林堡开矫,悼备,林琶侩,"41,130 ","11,977,632 ","1,569,875,418 ",131.1 
201201,堡林堡开矫,悼备,钦拌,"59,444 ","60,311,844 ","6,707,271,595 ",111.2 
201201,堡林堡开矫,合备,啊肺殿,"10,092 ","1,791,115 ","165,212,560 ",92.2 
201201,堡林堡开矫,合备,背腊侩,286 ,"12,398,540 ","1,231,804,666 ",99.4 
201201,堡林堡开矫,合备,丑荤侩,"1,229 ","2,272,889 ","76,590,401 ",33.7 
201201,堡林堡开矫,合备,魂诀侩,"1,386 ","56,127,774 ","5,617,163,232 ",100.1 
201201,堡林堡开矫,合备,缴 具,"2,505 ","7,696,884 ","499,360,422 ",64.9 
201201,堡林堡开矫,合备,老馆侩,"24,978 ","69,707,797 ","7,882,700,238 ",113.1 
201201,堡林堡开矫,合备,林琶侩,"114,994 ","54,195,312 ","6,782,786,944 ",125.2 
201201,堡林堡开矫,合备,钦拌,"155,470 ","204,190,311 ","22,255,618,463 ",109 
201201,堡林堡开矫,辑备,啊肺殿,"5,275 ","1,437,492 ","134,112,279 ",93.3 
201201,堡林堡开矫,辑备,背腊侩,169 ,"2,234,515 ","261,677,217 ",117.1 
201201,堡林堡开矫,辑备,丑荤侩,827 ,"632,418 ","28,164,110 ",44.5 
201201,堡林堡开矫,辑备,魂诀侩,553 ,"22,353,350 ","2,202,685,335 ",98.5 
201201,堡林堡开矫,辑备,缴 具,"1,296 ","4,656,828 ","306,490,605 ",65.8 
201201,堡林堡开矫,辑备,老馆侩,"16,192 ","70,721,881 ","7,970,728,054 ",112.7 
201201,堡林堡开矫,辑备,林琶侩,"68,744 ","35,693,146 ","4,549,646,794 ",127.5 
201201,堡林堡开矫,辑备,钦拌,"93,056 ","137,729,630 ","15,453,504,394 ",112.2 
201202,堡林堡开矫,堡魂备,啊肺殿,"4,223 ","2,012,328 ","187,847,171 ",93.3 
201202,堡林堡开矫,堡魂备,背腊侩,255 ,"4,736,173 ","537,523,908 ",113.5 
201202,堡林堡开矫,堡魂备,丑荤侩,"4,416 ","5,514,218 ","213,582,979 ",38.7 
201202,堡林堡开矫,堡魂备,魂诀侩,"2,337 ","167,802,002 ","18,150,615,468 ",108.2 
201202,堡林堡开矫,堡魂备,缴 具,"1,942 ","6,721,255 ","432,908,047 ",64.4 
201202,堡林堡开矫,堡魂备,老馆侩,"14,776 ","49,386,474 ","5,823,560,654 ",117.9 
201202,堡林堡开矫,堡魂备,林琶侩,"61,925 ","34,506,305 ","4,201,028,222 ",121.7 
201202,堡林堡开矫,堡魂备,钦拌,"89,874 ","270,678,755 ","29,547,066,449 ",109.2 
201202,堡林堡开矫,巢备,啊肺殿,"6,898 ","1,049,437 ","97,439,325 ",92.8 
201202,堡林堡开矫,巢备,背腊侩,154 ,"3,317,275 ","373,414,816 ",112.6 
201202,堡林堡开矫,巢备,丑荤侩,"1,921 ","943,925 ","40,231,688 ",42.6 
201202,堡林堡开矫,巢备,魂诀侩,457 ,"2,349,339 ","285,825,147 ",121.7 
201202,堡林堡开矫,巢备,缴 具,"1,657 ","4,857,551 ","304,353,860 ",62.7 
201202,堡林堡开矫,巢备,老馆侩,"9,626 ","26,202,266 ","3,054,407,262 ",116.6 
201202,堡林堡开矫,巢备,林琶侩,"54,115 ","26,550,234 ","3,534,569,116 ",133.1 
201202,堡林堡开矫,巢备,钦拌,"74,828 ","65,270,027 ","7,690,241,214 ",117.8 
201202,堡林堡开矫,悼备,啊肺殿,"4,943 ","759,856 ","69,723,161 ",91.8 
201202,堡林堡开矫,悼备,背腊侩,73 ,"4,014,459 ","397,263,125 ",99 
201202,堡林堡开矫,悼备,丑荤侩,164 ,"75,335 ","3,307,793 ",43.9 
201202,堡林堡开矫,悼备,魂诀侩,414 ,"2,751,325 ","278,803,208 ",101.3 
201202,堡林堡开矫,悼备,缴 具,"1,621 ","4,311,446 ","280,460,202 ",65.1 
201202,堡林堡开矫,悼备,老馆侩,"11,117 ","35,615,282 ","4,142,368,970 ",116.3 
201202,堡林堡开矫,悼备,林琶侩,"41,227 ","12,131,207 ","1,614,943,837 ",133.1 
201202,堡林堡开矫,悼备,钦拌,"59,559 ","59,658,910 ","6,786,870,296 ",113.8 
201202,堡林堡开矫,合备,啊肺殿,"10,010 ","1,701,330 ","164,105,070 ",96.5 
201202,堡林堡开矫,合备,背腊侩,289 ,"12,248,579 ","1,252,613,538 ",102.3 
201202,堡林堡开矫,合备,丑荤侩,"1,231 ","2,286,209 ","77,368,355 ",33.8 
201202,堡林堡开矫,合备,魂诀侩,"1,388 ","56,240,795 ","5,762,986,183 ",102.5 
201202,堡林堡开矫,合备,缴 具,"2,512 ","7,923,975 ","511,610,242 ",64.6 
201202,堡林堡开矫,合备,老馆侩,"25,042 ","68,618,062 ","7,914,919,431 ",115.3 
201202,堡林堡开矫,合备,林琶侩,"115,336 ","54,616,260 ","6,877,822,566 ",125.9 
201202,堡林堡开矫,合备,钦拌,"155,808 ","203,635,210 ","22,561,425,385 ",110.8 
201202,堡林堡开矫,辑备,啊肺殿,"5,281 ","1,401,211 ","134,501,109 ",96 
201202,堡林堡开矫,辑备,背腊侩,168 ,"2,174,570 ","264,004,113 ",121.4 
201202,堡林堡开矫,辑备,丑荤侩,826 ,"676,083 ","30,370,562 ",44.9 
201202,堡林堡开矫,辑备,魂诀侩,553 ,"23,246,200 ","2,312,649,871 ",99.5 
201202,堡林堡开矫,辑备,缴 具,"1,292 ","4,827,321 ","317,182,047 ",65.7 
201202,堡林堡开矫,辑备,老馆侩,"16,156 ","69,678,701 ","7,997,589,827 ",114.8 
201202,堡林堡开矫,辑备,林琶侩,"68,733 ","36,130,744 ","4,647,064,565 ",128.6 
201202,堡林堡开矫,辑备,钦拌,"93,009 ","138,134,830 ","15,703,362,094 ",113.7 
201203,堡林堡开矫,堡魂备,啊肺殿,"4,224 ","1,812,727 ","173,512,835 ",95.7 
201203,堡林堡开矫,堡魂备,背腊侩,257 ,"4,801,518 ","493,546,447 ",102.8 
201203,堡林堡开矫,堡魂备,丑荤侩,"6,362 ","4,568,277 ","181,187,543 ",39.7 
201203,堡林堡开矫,堡魂备,魂诀侩,"2,348 ","167,642,802 ","15,277,165,981 ",91.1 
201203,堡林堡开矫,堡魂备,缴 具,"1,935 ","5,801,718 ","336,246,531 ",58 
201203,堡林堡开矫,堡魂备,老馆侩,"14,827 ","52,768,098 ","5,487,624,725 ",104 
201203,堡林堡开矫,堡魂备,林琶侩,"62,052 ","31,364,681 ","3,460,305,819 ",110.3 
201203,堡林堡开矫,堡魂备,钦拌,"92,005 ","268,759,821 ","25,409,589,881 ",94.5 
201203,堡林堡开矫,巢备,啊肺殿,"6,899 ","949,893 ","90,351,833 ",95.1 
201203,堡林堡开矫,巢备,背腊侩,155 ,"3,251,857 ","330,601,047 ",101.7 
201203,堡林堡开矫,巢备,丑荤侩,"3,132 ","838,036 ","36,557,347 ",43.6 
201203,堡林堡开矫,巢备,魂诀侩,458 ,"2,098,713 ","242,582,287 ",115.6 
201203,堡林堡开矫,巢备,缴 具,"1,652 ","4,096,997 ","210,132,304 ",51.3 
201203,堡林堡开矫,巢备,老馆侩,"9,676 ","22,553,350 ","2,382,891,973 ",105.7 
201203,堡林堡开矫,巢备,林琶侩,"54,148 ","23,687,370 ","2,797,847,254 ",118.1 
201203,堡林堡开矫,巢备,钦拌,"76,120 ","57,476,216 ","6,090,964,045 ",106 
201203,堡林堡开矫,悼备,啊肺殿,"4,943 ","719,134 ","65,060,819 ",90.5 
201203,堡林堡开矫,悼备,背腊侩,72 ,"3,853,058 ","359,781,754 ",93.4 
201203,堡林堡开矫,悼备,丑荤侩,191 ,"70,666 ","3,147,961 ",44.5 
201203,堡林堡开矫,悼备,魂诀侩,412 ,"2,557,977 ","235,198,245 ",91.9 
201203,堡林堡开矫,悼备,缴 具,"1,625 ","3,585,761 ","207,285,503 ",57.8 
201203,堡林堡开矫,悼备,老馆侩,"11,172 ","31,917,335 ","3,397,996,921 ",106.5 
201203,堡林堡开矫,悼备,林琶侩,"41,271 ","10,983,249 ","1,308,338,995 ",119.1 
201203,堡林堡开矫,悼备,钦拌,"59,686 ","53,687,180 ","5,576,810,198 ",103.9 
201203,堡林堡开矫,合备,啊肺殿,"10,014 ","1,521,590 ","150,953,388 ",99.2 
201203,堡林堡开矫,合备,背腊侩,292 ,"11,897,287 ","1,029,555,608 ",86.5 
201203,堡林堡开矫,合备,丑荤侩,"1,876 ","1,843,767 ","63,628,735 ",34.5 
201203,堡林堡开矫,合备,魂诀侩,"1,394 ","57,309,277 ","4,823,974,051 ",84.2 
201203,堡林堡开矫,合备,缴 具,"2,497 ","6,730,683 ","387,876,486 ",57.6 
201203,堡林堡开矫,合备,老馆侩,"25,211 ","60,514,858 ","6,473,119,088 ",107 
201203,堡林堡开矫,合备,林琶侩,"115,706 ","49,503,009 ","5,624,502,203 ",113.6 
201203,堡林堡开矫,合备,钦拌,"156,990 ","189,320,471 ","18,553,609,559 ",98 
201203,堡林堡开矫,辑备,啊肺殿,"5,363 ","1,242,948 ","122,833,902 ",98.8 
201203,堡林堡开矫,辑备,背腊侩,168 ,"2,109,861 ","239,064,734 ",113.3 
201203,堡林堡开矫,辑备,丑荤侩,"1,383 ","703,935 ","31,251,804 ",44.4 
201203,堡林堡开矫,辑备,魂诀侩,555 ,"22,939,603 ","1,866,783,841 ",81.4 
201203,堡林堡开矫,辑备,缴 具,"1,290 ","4,199,711 ","258,831,730 ",61.6 
201203,堡林堡开矫,辑备,老馆侩,"16,188 ","62,953,066 ","6,731,169,441 ",106.9 
201203,堡林堡开矫,辑备,林琶侩,"68,813 ","33,030,084 ","3,880,452,273 ",117.5 
201203,堡林堡开矫,辑备,钦拌,"93,760 ","127,179,208 ","13,130,387,725 ",103.2 
201204,堡林堡开矫,堡魂备,啊肺殿,"4,235 ","1,761,273 ","173,794,692 ",98.7 
201204,堡林堡开矫,堡魂备,背腊侩,258 ,"4,531,338 ","439,841,416 ",97.1 
201204,堡林堡开矫,堡魂备,丑荤侩,"4,465 ","3,567,635 ","146,541,774 ",41.1 
201204,堡林堡开矫,堡魂备,魂诀侩,"2,363 ","166,410,437 ","14,492,818,050 ",87.1 
201204,堡林堡开矫,堡魂备,缴 具,"1,929 ","5,030,541 ","235,697,192 ",46.9 
201204,堡林堡开矫,堡魂备,老馆侩,"14,920 ","53,683,681 ","4,951,935,293 ",92.2 
201204,堡林堡开矫,堡魂备,林琶侩,"62,211 ","31,845,749 ","3,546,958,697 ",111.4 
201204,堡林堡开矫,堡魂备,钦拌,"90,381 ","266,830,654 ","23,987,587,114 ",89.9 
201204,堡林堡开矫,巢备,啊肺殿,"6,928 ","919,852 ","91,375,559 ",99.3 
201204,堡林堡开矫,巢备,背腊侩,158 ,"3,027,310 ","295,128,757 ",97.5 
201204,堡林堡开矫,巢备,丑荤侩,"1,950 ","599,261 ","27,678,079 ",46.2 
201204,堡林堡开矫,巢备,魂诀侩,461 ,"2,009,878 ","224,418,815 ",111.7 
201204,堡林堡开矫,巢备,缴 具,"1,650 ","3,139,968 ","141,851,992 ",45.2 
201204,堡林堡开矫,巢备,老馆侩,"9,691 ","20,983,353 ","2,078,988,530 ",99.1 
201204,堡林堡开矫,巢备,林琶侩,"54,166 ","24,031,378 ","2,877,889,500 ",119.8 
201204,堡林堡开矫,巢备,钦拌,"75,004 ","54,711,000 ","5,737,331,232 ",104.9 
201204,堡林堡开矫,悼备,啊肺殿,"4,943 ","708,165 ","66,210,910 ",93.5 
201204,堡林堡开矫,悼备,背腊侩,72 ,"3,953,223 ","315,476,622 ",79.8 
201204,堡林堡开矫,悼备,丑荤侩,170 ,"66,152 ","2,984,245 ",45.1 
201204,堡林堡开矫,悼备,魂诀侩,412 ,"2,298,610 ","207,174,259 ",90.1 
201204,堡林堡开矫,悼备,缴 具,"1,624 ","2,994,904 ","142,181,965 ",47.5 
201204,堡林堡开矫,悼备,老馆侩,"11,181 ","29,320,446 ","2,878,590,532 ",98.2 
201204,堡林堡开矫,悼备,林琶侩,"41,305 ","11,177,933 ","1,336,540,447 ",119.6 
201204,堡林堡开矫,悼备,钦拌,"59,707 ","50,519,433 ","4,949,158,980 ",98 
201204,堡林堡开矫,合备,啊肺殿,"10,017 ","1,418,161 ","148,049,141 ",104.4 
201204,堡林堡开矫,合备,背腊侩,290 ,"10,294,620 ","896,414,164 ",87.1 
201204,堡林堡开矫,合备,丑荤侩,"1,249 ","1,430,255 ","51,284,003 ",35.9 
201204,堡林堡开矫,合备,魂诀侩,"1,396 ","56,409,964 ","4,624,792,819 ",82 
201204,堡林堡开矫,合备,缴 具,"2,497 ","5,485,488 ","264,021,227 ",48.1 
201204,堡林堡开矫,合备,老馆侩,"25,283 ","56,915,339 ","5,521,246,399 ",97 
201204,堡林堡开矫,合备,林琶侩,"115,910 ","50,327,227 ","5,785,017,591 ",114.9 
201204,堡林堡开矫,合备,钦拌,"156,642 ","182,281,054 ","17,290,825,344 ",94.9 
201204,堡林堡开矫,辑备,啊肺殿,"5,367 ","1,196,702 ","121,730,693 ",101.7 
201204,堡林堡开矫,辑备,背腊侩,166 ,"2,017,098 ","218,253,600 ",108.2 
201204,堡林堡开矫,辑备,丑荤侩,835 ,"595,375 ","26,613,850 ",44.7 
201204,堡林堡开矫,辑备,魂诀侩,558 ,"20,789,155 ","1,713,445,771 ",82.4 
201204,堡林堡开矫,辑备,缴 具,"1,288 ","3,738,092 ","187,168,094 ",50.1 
201204,堡林堡开矫,辑备,老馆侩,"16,264 ","59,721,952 ","5,654,755,066 ",94.7 
201204,堡林堡开矫,辑备,林琶侩,"68,907 ","33,542,866 ","3,986,429,179 ",118.8 
201204,堡林堡开矫,辑备,钦拌,"93,385 ","121,601,240 ","11,908,396,253 ",97.9 
201205,堡林堡开矫,堡魂备,啊肺殿,"4,323 ","1,560,930 ","161,057,805 ",103.2 
201205,堡林堡开矫,堡魂备,背腊侩,258 ,"3,111,044 ","361,156,625 ",116.1 
201205,堡林堡开矫,堡魂备,丑荤侩,"4,509 ","2,086,979 ","100,607,206 ",48.2 
201205,堡林堡开矫,堡魂备,魂诀侩,"2,379 ","165,222,369 ","14,418,540,677 ",87.3 
201205,堡林堡开矫,堡魂备,缴 具,"1,925 ","2,026,727 ","94,734,019 ",46.7 
201205,堡林堡开矫,堡魂备,老馆侩,"14,923 ","51,582,470 ","4,832,746,477 ",93.7 
201205,堡林堡开矫,堡魂备,林琶侩,"62,427 ","29,144,318 ","3,010,368,421 ",103.3 
201205,堡林堡开矫,堡魂备,钦拌,"90,744 ","254,734,837 ","22,979,211,230 ",90.2 
201205,堡林堡开矫,巢备,啊肺殿,"7,065 ","781,692 ","82,495,229 ",105.5 
201205,堡林堡开矫,巢备,背腊侩,158 ,"2,095,977 ","245,152,187 ",117 
201205,堡林堡开矫,巢备,丑荤侩,"1,966 ","464,833 ","23,476,705 ",50.5 
201205,堡林堡开矫,巢备,魂诀侩,460 ,"1,788,597 ","203,531,736 ",113.8 
201205,堡林堡开矫,巢备,缴 具,"1,638 ","1,197,873 ","53,618,813 ",44.8 
201205,堡林堡开矫,巢备,老馆侩,"9,675 ","18,606,435 ","1,924,034,422 ",103.4 
201205,堡林堡开矫,巢备,林琶侩,"54,237 ","21,767,175 ","2,389,951,616 ",109.8 
201205,堡林堡开矫,巢备,钦拌,"75,199 ","46,702,582 ","4,922,260,708 ",105.4 
201205,堡林堡开矫,悼备,啊肺殿,"4,943 ","639,402 ","61,515,873 ",96.2 
201205,堡林堡开矫,悼备,背腊侩,69 ,"3,001,057 ","261,099,233 ",87 
201205,堡林堡开矫,悼备,丑荤侩,170 ,"54,264 ","2,527,194 ",46.6 
201205,堡林堡开矫,悼备,魂诀侩,411 ,"2,074,902 ","190,786,568 ",91.9 
201205,堡林堡开矫,悼备,缴 具,"1,622 ","1,797,500 ","88,906,663 ",49.5 
201205,堡林堡开矫,悼备,老馆侩,"11,151 ","26,259,619 ","2,676,957,033 ",101.9 
201205,堡林堡开矫,悼备,林琶侩,"41,328 ","10,070,586 ","1,100,885,916 ",109.3 
201205,堡林堡开矫,悼备,钦拌,"59,694 ","43,897,330 ","4,382,678,480 ",99.8 
201205,堡林堡开矫,合备,啊肺殿,"10,017 ","1,278,733 ","139,141,035 ",108.8 
201205,堡林堡开矫,合备,背腊侩,293 ,"8,807,255 ","810,919,521 ",92.1 
201205,堡林堡开矫,合备,丑荤侩,"1,262 ","819,394 ","34,111,568 ",41.6 
201205,堡林堡开矫,合备,魂诀侩,"1,397 ","59,969,956 ","4,852,206,291 ",80.9 
201205,堡林堡开矫,合备,缴 具,"2,489 ","2,835,492 ","141,423,163 ",49.9 
201205,堡林堡开矫,合备,老馆侩,"25,273 ","50,481,866 ","5,109,894,264 ",101.2 
201205,堡林堡开矫,合备,林琶侩,"116,054 ","45,971,362 ","4,864,284,291 ",105.8 
201205,堡林堡开矫,合备,钦拌,"156,785 ","170,164,058 ","15,951,980,133 ",93.7 
201205,堡林堡开矫,辑备,啊肺殿,"5,822 ","987,332 ","107,199,945 ",108.6 
201205,堡林堡开矫,辑备,背腊侩,166 ,"1,320,624 ","177,993,196 ",134.8 
201205,堡林堡开矫,辑备,丑荤侩,842 ,"441,004 ","20,487,441 ",46.5 
201205,堡林堡开矫,辑备,魂诀侩,561 ,"20,952,630 ","1,710,268,204 ",81.6 
201205,堡林堡开矫,辑备,缴 具,"1,284 ","2,037,131 ","109,628,955 ",53.8 
201205,堡林堡开矫,辑备,老馆侩,"16,260 ","54,080,915 ","5,276,344,225 ",97.6 
201205,堡林堡开矫,辑备,林琶侩,"69,059 ","30,798,670 ","3,382,901,656 ",109.8 
201205,堡林堡开矫,辑备,钦拌,"93,994 ","110,618,306 ","10,784,823,622 ",97.5 
201206,堡林堡开矫,堡魂备,啊肺殿,"4,347 ","1,451,285 ","154,495,526 ",106.5 
201206,堡林堡开矫,堡魂备,背腊侩,259 ,"3,113,611 ","360,736,369 ",115.9 
201206,堡林堡开矫,堡魂备,丑荤侩,"4,510 ","2,091,893 ","95,730,368 ",45.8 
201206,堡林堡开矫,堡魂备,魂诀侩,"2,383 ","167,724,947 ","14,582,307,287 ",86.9 
201206,堡林堡开矫,堡魂备,缴 具,"1,915 ","1,196,493 ","61,420,944 ",51.3 
201206,堡林堡开矫,堡魂备,老馆侩,"14,964 ","38,552,421 ","3,736,537,533 ",96.9 
201206,堡林堡开矫,堡魂备,林琶侩,"62,544 ","28,961,200 ","2,973,252,099 ",102.7 
201206,堡林堡开矫,堡魂备,钦拌,"90,922 ","243,091,850 ","21,964,480,126 ",90.4 
201206,堡林堡开矫,巢备,啊肺殿,"7,001 ","776,853 ","83,576,930 ",107.6 
201206,堡林堡开矫,巢备,背腊侩,158 ,"2,195,910 ","249,695,479 ",113.7 
201206,堡林堡开矫,巢备,丑荤侩,"1,978 ","571,541 ","26,197,102 ",45.8 
201206,堡林堡开矫,巢备,魂诀侩,458 ,"1,839,702 ","213,211,458 ",115.9 
201206,堡林堡开矫,巢备,缴 具,"1,633 ","676,292 ","31,104,444 ",46 
