???? ????? ??( 20220804 ?? ),,,,,,,
"?? : ????, ??? : ??(? / ? / ?)",,,,,,,
?? : 2014? 07 ? ~ 2014? 12?,,,,,,,
??,??,???,????,????(?),???(kWh),????(?),??????(?/kWh)
201407,????,???,???,"5,692 ","674,566 ","86,840,170 ",128.7 
201407,????,???,???,72 ,"1,626,246 ","231,098,965 ",142.1 
201407,????,???,???,"15,544 ","12,163,559 ","580,459,748 ",47.7 
201407,????,???,???,"1,394 ","46,301,053 ","6,286,958,622 ",135.8 
201407,????,???,? ?,"7,361 ","2,260,730 ","130,202,761 ",57.6 
201407,????,???,???,"9,663 ","18,118,065 ","2,742,441,937 ",151.4 
201407,????,???,???,"52,107 ","11,209,493 ","1,248,723,048 ",111.4 
201407,????,???,??,"91,833 ","92,353,712 ","11,306,725,251 ",122.4 
201407,????,???,???,"8,660 ","669,815 ","88,053,983 ",131.5 
201407,????,???,???,75 ,"1,199,180 ","182,786,457 ",152.4 
201407,????,???,???,"13,266 ","12,348,332 ","517,417,619 ",41.9 
201407,????,???,???,"1,383 ","958,350,929 ","103,271,864,098 ",107.8 
201407,????,???,? ?,"7,517 ","3,011,949 ","165,905,627 ",55.1 
201407,????,???,???,"12,567 ","23,980,951 ","3,716,245,144 ",155 
201407,????,???,???,"64,679 ","17,439,264 ","2,046,633,154 ",117.4 
201407,????,???,??,"108,147 ","1,017,000,420 ","109,988,906,082 ",108.2 
201407,????,???,???,"6,449 ","860,072 ","108,405,412 ",126 
201407,????,???,???,69 ,"809,249 ","121,705,665 ",150.4 
201407,????,???,???,"9,406 ","8,823,607 ","411,239,678 ",46.6 
201407,????,???,???,"1,171 ","30,066,573 ","4,447,564,874 ",147.9 
201407,????,???,? ?,"7,195 ","3,851,181 ","231,774,362 ",60.2 
201407,????,???,???,"9,861 ","19,045,186 ","2,901,826,605 ",152.4 
201407,????,???,???,"39,935 ","9,848,875 ","1,130,170,455 ",114.8 
201407,????,???,??,"74,086 ","73,304,743 ","9,352,687,051 ",127.6 
201407,????,???,???,"7,473 ","689,470 ","88,554,439 ",128.4 
201407,????,???,???,54 ,"892,352 ","130,336,234 ",146.1 
201407,????,???,???,"14,177 ","9,972,088 ","468,969,197 ",47 
201407,????,???,???,707 ,"10,998,393 ","1,641,943,847 ",149.3 
201407,????,???,? ?,"4,980 ","1,559,273 ","85,711,448 ",55 
201407,????,???,???,"4,828 ","8,524,956 ","1,329,018,261 ",155.9 
201407,????,???,???,"32,751 ","6,408,128 ","738,582,314 ",115.3 
201407,????,???,??,"64,970 ","39,044,660 ","4,483,115,740 ",114.8 
201407,????,???,???,"10,714 ","802,160 ","105,072,001 ",131 
201407,????,???,???,79 ,"1,192,775 ","188,206,871 ",157.8 
201407,????,???,???,"12,808 ","9,404,775 ","398,901,150 ",42.4 
201407,????,???,???,855 ,"553,345,107 ","60,974,872,633 ",110.2 
201407,????,???,? ?,"7,301 ","3,111,996 ","174,879,354 ",56.2 
201407,????,???,???,"11,993 ","25,021,019 ","3,794,312,195 ",151.6 
201407,????,???,???,"55,199 ","16,848,405 ","1,956,990,538 ",116.2 
201407,????,???,??,"98,949 ","609,726,237 ","67,593,234,742 ",110.9 
201407,????,???,???,"4,070 ","636,211 ","78,645,906 ",123.6 
201407,????,???,???,39 ,"366,453 ","57,710,645 ",157.5 
201407,????,???,???,"8,069 ","4,915,690 ","254,019,540 ",51.7 
201407,????,???,???,731 ,"65,661,131 ","7,496,610,617 ",114.2 
201407,????,???,? ?,"4,230 ","1,840,409 ","103,380,086 ",56.2 
201407,????,???,???,"4,733 ","8,408,034 ","1,299,673,648 ",154.6 
201407,????,???,???,"27,503 ","5,447,267 ","629,535,385 ",115.6 
201407,????,???,??,"49,375 ","87,275,195 ","9,919,575,827 ",113.7 
201407,????,???,???,"14,791 ","892,203 ","119,638,527 ",134.1 
201407,????,???,???,109 ,"6,005,704 ","767,562,079 ",127.8 
201407,????,???,???,"11,150 ","8,376,236 ","401,484,872 ",47.9 
201407,????,???,???,"2,732 ","920,682,233 ","104,551,247,909 ",113.6 
201407,????,???,? ?,"10,292 ","3,612,051 ","196,571,174 ",54.4 
201407,????,???,???,"16,889 ","41,084,142 ","6,120,285,522 ",149 
201407,????,???,???,"70,074 ","26,614,409 ","3,037,968,086 ",114.1 
201407,????,???,??,"126,037 ","1,007,266,978 ","115,194,758,169 ",114.4 
201407,????,???,???,1 ,"2,197 ","375,318 ",170.8 
201407,????,???,??,1 ,"2,197 ","375,318 ",170.8 
201407,????,???,???,"8,448 ","593,823 ","74,753,341 ",125.9 
201407,????,???,???,53 ,"702,061 ","106,381,177 ",151.5 
201407,????,???,???,"13,224 ","7,353,007 ","394,701,628 ",53.7 
201407,????,???,???,878 ,"34,912,358 ","4,730,800,384 ",135.5 
201407,????,???,? ?,"5,361 ","2,113,130 ","121,248,048 ",57.4 
201407,????,???,???,"6,639 ","11,889,800 ","1,828,439,185 ",153.8 
201407,????,???,???,"34,440 ","8,040,734 ","933,503,013 ",116.1 
201407,????,???,??,"69,043 ","65,604,913 ","8,189,826,776 ",124.8 
201407,????,???,???,"21,027 ","1,976,269 ","244,253,131 ",123.6 
201407,????,???,???,231 ,"10,661,557 ","1,399,907,485 ",131.3 
201407,????,???,???,"13,072 ","11,342,030 ","542,121,937 ",47.8 
201407,????,???,???,"4,087 ","470,646,432 ","57,074,827,936 ",121.3 
201407,????,???,? ?,"16,622 ","4,820,284 ","279,592,185 ",58 
201407,????,???,???,"35,543 ","98,264,538 ","14,571,132,041 ",148.3 
201407,????,???,???,"154,582 ","59,671,185 ","6,965,896,463 ",116.7 
201407,????,???,??,"245,164 ","657,382,295 ","81,077,731,178 ",123.3 
201407,????,???,???,"5,020 ","381,962 ","46,638,783 ",122.1 
201407,????,???,???,29 ,"323,698 ","51,195,318 ",158.2 
201407,????,???,???,"9,512 ","4,109,565 ","201,443,915 ",49 
201407,????,???,???,574 ,"7,748,103 ","1,048,496,322 ",135.3 
201407,????,???,? ?,"2,343 ","880,846 ","48,696,769 ",55.3 
201407,????,???,???,"2,613 ","3,555,623 ","564,478,213 ",158.8 
201407,????,???,???,"15,413 ","2,847,534 ","319,836,228 ",112.3 
201407,????,???,??,"35,504 ","19,847,331 ","2,280,785,548 ",114.9 
201407,????,???,???,"6,567 ","436,556 ","56,071,655 ",128.4 
201407,????,???,???,46 ,"520,407 ","81,291,978 ",156.2 
201407,????,???,???,"9,184 ","6,312,489 ","323,021,957 ",51.2 
201407,????,???,???,719 ,"3,591,629 ","805,425,953 ",224.3 
201407,????,???,? ?,"5,410 ","2,934,964 ","162,119,708 ",55.2 
201407,????,???,???,"8,357 ","13,302,379 ","2,124,687,795 ",159.7 
201407,????,???,???,"26,473 ","5,697,316 ","671,435,090 ",117.9 
201407,????,???,??,"56,756 ","32,795,740 ","4,224,054,136 ",128.8 
201407,????,???,???,"9,300 ","758,539 ","90,729,630 ",119.6 
201407,????,???,???,70 ,"1,390,742 ","197,709,463 ",142.2 
201407,????,???,???,"10,384 ","9,242,833 ","447,851,654 ",48.5 
201407,????,???,???,887 ,"20,582,732 ","2,871,446,765 ",139.5 
201407,????,???,? ?,"5,218 ","1,788,191 ","98,760,032 ",55.2 
201407,????,???,???,"7,060 ","14,331,511 ","2,180,156,067 ",152.1 
201407,????,???,???,"36,606 ","9,085,778 ","1,050,853,888 ",115.7 
201407,????,???,??,"69,525 ","57,180,326 ","6,937,507,499 ",121.3 
201408,????,???,???,878 ,"171,181 ","21,710,846 ",126.8 
201408,????,???,???,17 ,"192,356 ","35,342,152 ",183.7 
201408,????,???,???,442 ,"236,843 ","11,939,263 ",50.4 
201408,????,???,???,99 ,"4,250,373 ","551,976,978 ",129.9 
201408,????,???,? ?,357 ,"503,894 ","29,906,595 ",59.4 
201408,????,???,???,"1,583 ","9,955,425 ","1,411,470,563 ",141.8 
201408,????,???,???,"3,558 ","4,451,786 ","549,671,737 ",123.5 
201408,????,???,??,"6,934 ","19,761,858 ","2,612,018,134 ",132.2 
201408,????,???,???,"7,276 ","1,288,624 ","151,659,403 ",117.7 
201408,????,???,???,76 ,"2,185,844 ","291,187,863 ",133.2 
201408,????,???,???,"11,836 ","8,049,446 ","388,774,678 ",48.3 
201408,????,???,???,"1,099 ","30,174,791 ","3,916,113,204 ",129.8 
201408,????,???,? ?,"7,439 ","2,789,655 ","158,925,274 ",57 
201408,????,???,???,"9,143 ","19,609,887 ","2,904,678,786 ",148.1 
201408,????,???,???,"45,354 ","11,959,142 ","1,510,070,985 ",126.3 
201408,????,???,??,"82,223 ","76,057,389 ","9,321,410,193 ",122.6 
201408,????,???,???,"3,536 ","802,414 ","91,313,861 ",113.8 
201408,????,???,???,39 ,"689,635 ","100,973,634 ",146.4 
201408,????,???,???,"8,701 ","3,777,365 ","199,259,338 ",52.8 
201408,????,???,???,"1,369 ","54,448,426 ","6,587,235,205 ",121 
201408,????,???,? ?,"3,577 ","1,056,778 ","58,684,291 ",55.5 
201408,????,???,???,"5,027 ","8,715,195 ","1,344,973,789 ",154.3 
201408,????,???,???,"25,684 ","5,329,875 ","652,931,422 ",122.5 
201408,????,???,??,"47,933 ","74,819,688 ","9,035,371,540 ",120.8 
201408,????,???,???,"5,751 ","731,750 ","87,934,254 ",120.2 
201408,????,???,???,72 ,"1,624,499 ","231,525,078 ",142.5 
201408,????,???,???,"15,633 ","13,488,904 ","651,722,054 ",48.3 
201408,????,???,???,"1,406 ","43,122,430 ","5,824,518,003 ",135.1 
201408,????,???,? ?,"7,350 ","2,124,000 ","123,518,049 ",58.2 
201408,????,???,???,"9,706 ","20,150,547 ","2,969,705,239 ",147.4 
201408,????,???,???,"52,223 ","12,679,323 ","1,573,957,447 ",124.1 
201408,????,???,??,"92,141 ","93,921,453 ","11,462,880,124 ",122 
201408,????,???,???,"8,864 ","713,988 ","92,296,322 ",129.3 
201408,????,???,???,75 ,"1,049,371 ","168,158,088 ",160.2 
201408,????,???,???,"13,359 ","13,027,708 ","594,982,082 ",45.7 
201408,????,???,???,"1,388 ","927,681,043 ","97,160,445,904 ",104.7 
201408,????,???,? ?,"7,506 ","2,794,778 ","155,041,803 ",55.5 
201408,????,???,???,"12,616 ","26,095,047 ","3,863,085,731 ",148 
201408,????,???,???,"65,007 ","19,393,017 ","2,491,153,242 ",128.5 
201408,????,???,??,"108,815 ","990,754,952 ","104,525,163,172 ",105.5 
201408,????,???,???,"6,449 ","900,916 ","107,908,571 ",119.8 
201408,????,???,???,70 ,"790,733 ","120,993,201 ",153 
201408,????,???,???,"9,517 ","11,030,382 ","510,529,348 ",46.3 
201408,????,???,???,"1,179 ","25,176,586 ","3,936,573,248 ",156.4 
201408,????,???,? ?,"7,189 ","3,748,413 ","227,550,115 ",60.7 
201408,????,???,???,"9,907 ","23,006,753 ","3,346,158,150 ",145.4 
201408,????,???,???,"40,005 ","10,970,170 ","1,388,833,054 ",126.6 
201408,????,???,??,"74,316 ","75,623,953 ","9,638,545,687 ",127.5 
201408,????,???,???,"7,487 ","735,152 ","89,124,812 ",121.2 
201408,????,???,???,55 ,"854,126 ","126,441,338 ",148 
201408,????,???,???,"14,332 ","12,017,373 ","567,354,924 ",47.2 
201408,????,???,???,705 ,"10,078,979 ","1,499,920,615 ",148.8 
201408,????,???,? ?,"4,978 ","1,432,564 ","78,792,484 ",55 
201408,????,???,???,"4,857 ","9,642,428 ","1,451,222,795 ",150.5 
201408,????,???,???,"32,826 ","7,189,515 ","934,599,532 ",130 
201408,????,???,??,"65,240 ","41,950,137 ","4,747,456,500 ",113.2 
201408,????,???,???,"10,717 ","861,761 ","106,279,035 ",123.3 
201408,????,???,???,79 ,"1,099,061 ","181,520,980 ",165.2 
201408,????,???,???,"12,886 ","10,049,447 ","458,681,006 ",45.6 
201408,????,???,???,854 ,"534,993,880 ","57,277,778,455 ",107.1 
201408,????,???,? ?,"7,283 ","2,804,732 ","158,937,025 ",56.7 
201408,????,???,???,"11,998 ","27,406,386 ","4,042,986,783 ",147.5 
201408,????,???,???,"55,238 ","18,855,975 ","2,392,162,830 ",126.9 
201408,????,???,??,"99,055 ","596,071,242 ","64,618,346,114 ",108.4 
201408,????,???,???,"4,070 ","667,038 ","78,633,172 ",117.9 
201408,????,???,???,39 ,"352,039 ","56,481,582 ",160.4 
201408,????,???,???,"8,140 ","6,157,266 ","318,660,658 ",51.8 
201408,????,???,???,743 ,"61,355,631 ","6,824,287,756 ",111.2 
201408,????,???,? ?,"4,218 ","1,656,890 ","94,022,811 ",56.7 
201408,????,???,???,"4,759 ","9,338,084 ","1,392,587,691 ",149.1 
201408,????,???,???,"27,549 ","6,134,129 ","787,711,278 ",128.4 
201408,????,???,??,"49,518 ","85,661,077 ","9,552,384,948 ",111.5 
201408,????,???,???,"14,799 ","953,373 ","121,985,503 ",128 
201408,????,???,???,109 ,"5,208,467 ","680,137,400 ",130.6 
201408,????,???,???,"11,220 ","10,134,596 ","480,611,895 ",47.4 
201408,????,???,???,"2,752 ","903,276,078 ","99,186,389,958 ",109.8 
201408,????,???,? ?,"10,277 ","3,202,674 ","175,950,822 ",54.9 
201408,????,???,???,"17,036 ","43,228,065 ","6,319,869,853 ",146.2 
201408,????,???,???,"70,449 ","29,855,099 ","3,735,986,996 ",125.1 
201408,????,???,??,"126,642 ","995,858,352 ","110,700,932,427 ",111.2 
201408,????,???,???,1 ,"2,626 ","420,098 ",160 
201408,????,???,??,1 ,"2,626 ","420,098 ",160 
201408,????,???,???,"8,456 ","653,074 ","77,389,959 ",118.5 
201408,????,???,???,53 ,"672,773 ","102,863,726 ",152.9 
201408,????,???,???,"13,283 ","9,192,352 ","444,591,311 ",48.4 
201408,????,???,???,876 ,"32,187,920 ","4,327,880,732 ",134.5 
201408,????,???,? ?,"5,354 ","1,976,679 ","113,547,863 ",57.4 
201408,????,???,???,"6,662 ","13,170,691 ","1,964,364,749 ",149.1 
201408,????,???,???,"34,515 ","8,855,786 ","1,121,103,042 ",126.6 
201408,????,???,??,"69,199 ","66,709,275 ","8,151,741,382 ",122.2 
201408,????,???,???,"21,058 ","2,087,798 ","250,148,164 ",119.8 
201408,????,???,???,231 ,"10,003,169 ","1,313,891,871 ",131.3 
201408,????,???,???,"13,144 ","13,447,549 ","632,621,581 ",47 
201408,????,???,???,"4,106 ","447,898,936 ","52,916,847,571 ",118.1 
201408,????,???,? ?,"16,600 ","4,318,900 ","254,279,427 ",58.9 
201408,????,???,???,"35,662 ","104,630,811 ","15,165,128,495 ",144.9 
201408,????,???,???,"155,078 ","67,661,221 ","8,810,288,738 ",130.2 
201408,????,???,??,"245,879 ","650,048,384 ","79,343,205,847 ",122.1 
201408,????,???,???,"5,025 ","399,325 ","45,928,387 ",115 
201408,????,???,???,29 ,"314,876 ","49,994,818 ",158.8 
201408,????,???,???,"9,543 ","5,778,719 ","278,755,525 ",48.2 
201408,????,???,???,574 ,"7,353,956 ","985,318,540 ",134 
201408,????,???,? ?,"2,343 ","821,022 ","45,732,756 ",55.7 
201408,????,???,???,"2,608 ","4,036,882 ","618,168,718 ",153.1 
201408,????,???,???,"15,433 ","3,136,283 ","380,907,853 ",121.5 
201408,????,???,??,"35,555 ","21,841,063 ","2,404,806,597 ",110.1 
201408,????,???,???,"6,570 ","483,547 ","57,039,478 ",118 
201408,????,???,???,46 ,"518,387 ","86,384,352 ",166.6 
201408,????,???,???,"9,239 ","8,258,101 ","406,757,986 ",49.3 
201408,????,???,???,725 ,"5,563,554 ","1,078,261,018 ",193.8 
201408,????,???,? ?,"5,406 ","2,966,084 ","166,348,746 ",56.1 
201408,????,???,???,"8,396 ","16,742,118 ","2,503,966,156 ",149.6 
201408,????,???,???,"26,519 ","6,563,243 ","866,251,440 ",132 
201408,????,???,??,"56,901 ","41,095,034 ","5,165,009,176 ",125.7 
201408,????,???,???,"9,322 ","822,028 ","93,013,928 ",113.2 
201408,????,???,???,70 ,"1,217,480 ","180,265,727 ",148.1 
201408,????,???,???,"10,446 ","12,149,078 ","571,532,436 ",47 
201408,????,???,???,891 ,"20,022,635 ","2,758,903,187 ",137.8 
201408,????,???,? ?,"5,209 ","1,617,974 ","90,083,319 ",55.7 
201408,????,???,???,"7,059 ","15,484,389 ","2,287,716,463 ",147.7 
201408,????,???,???,"36,661 ","10,327,774 ","1,336,022,318 ",129.4 
201408,????,???,??,"69,658 ","61,641,358 ","7,317,537,378 ",118.7 
201409,????,???,???,879 ,"186,136 ","22,506,795 ",120.9 
201409,????,???,???,17 ,"204,507 ","30,958,757 ",151.4 
201409,????,???,???,443 ,"190,540 ","9,918,409 ",52.1 
201409,????,???,???,99 ,"4,022,206 ","427,304,120 ",106.2 
201409,????,???,? ?,355 ,"337,118 ","20,289,437 ",60.2 
201409,????,???,???,"1,595 ","9,028,890 ","1,045,527,891 ",115.8 
201409,????,???,???,"3,550 ","4,104,563 ","469,872,249 ",114.5 
201409,????,???,??,"6,938 ","18,073,960 ","2,026,377,658 ",112.1 
201409,????,???,???,"7,307 ","1,336,693 ","153,486,139 ",114.8 
201409,????,???,???,76 ,"1,955,211 ","236,431,389 ",120.9 
201409,????,???,???,"11,896 ","7,785,195 ","381,612,358 ",49 
201409,????,???,???,"1,099 ","29,093,689 ","3,125,834,029 ",107.4 
201409,????,???,? ?,"7,434 ","3,137,137 ","176,863,276 ",56.4 
201409,????,???,???,"9,171 ","17,440,641 ","2,399,923,704 ",137.6 
201409,????,???,???,"45,372 ","11,174,855 ","1,325,016,442 ",118.6 
201409,????,???,??,"82,355 ","71,923,421 ","7,799,167,337 ",108.4 
201409,????,???,???,"3,620 ","848,627 ","92,557,165 ",109.1 
201409,????,???,???,39 ,"736,503 ","89,461,505 ",121.5 
201409,????,???,???,"8,790 ","4,405,395 ","225,738,710 ",51.2 
201409,????,???,???,"1,366 ","49,345,368 ","5,088,886,556 ",103.1 
201409,????,???,? ?,"3,583 ","1,398,579 ","77,196,761 ",55.2 
201409,????,???,???,"5,029 ","7,943,595 ","1,120,831,662 ",141.1 
201409,????,???,???,"25,718 ","5,153,175 ","602,834,638 ",117 
201409,????,???,??,"48,145 ","69,831,242 ","7,297,506,997 ",104.5 
201409,????,???,???,"5,829 ","800,046 ","90,164,356 ",112.7 
201409,????,???,???,72 ,"1,415,198 ","191,347,391 ",135.2 
201409,????,???,???,"15,705 ","12,638,649 ","614,611,078 ",48.6 
201409,????,???,???,"1,407 ","41,911,026 ","4,786,254,811 ",114.2 
201409,????,???,? ?,"7,346 ","2,416,089 ","137,032,586 ",56.7 
201409,????,???,???,"9,738 ","18,185,901 ","2,485,647,513 ",136.7 
201409,????,???,???,"52,285 ","11,801,682 ","1,366,474,645 ",115.8 
201409,????,???,??,"92,382 ","89,168,591 ","9,671,532,380 ",108.5 
201409,????,???,???,"8,878 ","772,894 ","95,935,590 ",124.1 
201409,????,???,???,75 ,"1,138,473 ","152,017,011 ",133.5 
201409,????,???,???,"13,426 ","13,585,700 ","606,567,048 ",44.6 
201409,????,???,???,"1,395 ","916,938,746 ","79,029,264,853 ",86.2 
201409,????,???,? ?,"7,503 ","3,225,704 ","179,266,254 ",55.6 
201409,????,???,???,"12,595 ","23,751,707 ","3,266,113,923 ",137.5 
201409,????,???,???,"65,275 ","17,953,768 ","2,134,398,275 ",118.9 
201409,????,???,??,"109,147 ","977,366,992 ","85,463,562,954 ",87.4 
201409,????,???,???,"6,517 ","956,903 ","109,985,866 ",114.9 
201409,????,???,???,70 ,"740,620 ","107,275,179 ",144.8 
201409,????,???,???,"9,570 ","11,685,451 ","533,288,236 ",45.6 
201409,????,???,???,"1,182 ","26,338,159 ","3,464,626,522 ",131.5 
201409,????,???,? ?,"7,183 ","3,907,188 ","235,736,404 ",60.3 
201409,????,???,???,"9,902 ","19,501,604 ","2,641,067,590 ",135.4 
201409,????,???,???,"40,037 ","10,244,796 ","1,215,026,534 ",118.6 
201409,????,???,??,"74,461 ","73,374,721 ","8,307,006,331 ",113.2 
201409,????,???,???,"7,491 ","796,839 ","91,735,665 ",115.1 
201409,????,???,???,56 ,"733,544 ","98,923,353 ",134.9 
201409,????,???,???,"14,481 ","11,534,476 ","552,621,018 ",47.9 
201409,????,???,???,708 ,"10,080,050 ","1,245,199,751 ",123.5 
201409,????,???,? ?,"4,974 ","1,703,602 ","93,640,082 ",55 
201409,????,???,???,"4,862 ","8,478,811 ","1,171,300,299 ",138.1 
201409,????,???,???,"32,956 ","6,852,191 ","831,491,053 ",121.3 
201409,????,???,??,"65,528 ","40,179,513 ","4,084,911,221 ",101.7 
201409,????,???,???,"10,724 ","933,447 ","109,053,821 ",116.8 
201409,????,???,???,79 ,"1,078,087 ","162,268,996 ",150.5 
201409,????,???,???,"12,966 ","10,859,106 ","487,656,656 ",44.9 
201409,????,???,???,859 ,"511,861,763 ","43,522,403,065 ",85 
201409,????,???,? ?,"7,276 ","3,013,788 ","170,115,884 ",56.4 
201409,????,???,???,"11,998 ","25,304,022 ","3,425,841,944 ",135.4 
201409,????,???,???,"55,386 ","17,552,773 ","2,082,198,260 ",118.6 
201409,????,???,??,"99,288 ","570,602,986 ","49,959,538,626 ",87.6 
201409,????,???,???,"4,083 ","732,350 ","83,638,399 ",114.2 
201409,????,???,???,39 ,"332,047 ","50,310,194 ",151.5 
201409,????,???,???,"8,181 ","7,600,497 ","372,644,303 ",49 
201409,????,???,???,745 ,"58,253,704 ","5,353,660,872 ",91.9 
201409,????,???,? ?,"4,219 ","1,864,105 ","104,581,142 ",56.1 
201409,????,???,???,"4,745 ","8,387,829 ","1,126,120,383 ",134.3 
201409,????,???,???,"27,548 ","5,808,226 ","705,139,944 ",121.4 
201409,????,???,??,"49,560 ","82,978,758 ","7,796,095,237 ",94 
