拌距辆喊 傈仿荤侩樊 岿喊( 20220804 泅犁 ),,,,,,,
"矫档 : 堡林堡开矫, 矫焙备 : 傈眉(矫 / 焙 / 备)",,,,,,,
扁埃 : 2017斥 07 岿 ~ 2017斥 12岿,,,,,,,
斥岿,矫备,矫焙备,拌距备盒,绊按龋荐(龋),荤侩樊(kWh),傈扁夸陛(盔),乞闭魄概窜啊(盔/kWh)
201707,堡林堡开矫,堡魂备,林琶侩,"79,766 ","44,295,915 ","4,503,621,908 ",101.7 
201707,堡林堡开矫,堡魂备,钦拌,"122,801 ","306,303,869 ","38,582,288,222 ",126 
201707,堡林堡开矫,巢备,啊肺殿,"8,230 ","780,586 ","94,718,328 ",121.3 
201707,堡林堡开矫,巢备,背腊侩,107 ,"3,109,697 ","371,588,928 ",119.5 
201707,堡林堡开矫,巢备,丑荤侩,"2,266 ","525,476 ","32,950,106 ",62.7 
201707,堡林堡开矫,巢备,魂诀侩,468 ,"3,730,467 ","521,819,807 ",139.9 
201707,堡林堡开矫,巢备,缴 具,"1,319 ","349,133 ","20,345,554 ",58.3 
201707,堡林堡开矫,巢备,老馆侩,"10,901 ","27,239,445 ","3,958,114,010 ",145.3 
201707,堡林堡开矫,巢备,林琶侩,"56,517 ","25,743,699 ","2,845,458,880 ",110.5 
201707,堡林堡开矫,巢备,钦拌,"79,808 ","61,478,503 ","7,844,995,613 ",127.6 
201707,堡林堡开矫,悼备,啊肺殿,"5,278 ","544,648 ","63,987,889 ",117.5 
201707,堡林堡开矫,悼备,背腊侩,56 ,"3,478,207 ","408,303,487 ",117.4 
201707,堡林堡开矫,悼备,丑荤侩,279 ,"66,047 ","3,658,704 ",55.4 
201707,堡林堡开矫,悼备,魂诀侩,438 ,"2,524,619 ","347,431,607 ",137.6 
201707,堡林堡开矫,悼备,缴 具,"1,245 ","723,706 ","48,685,219 ",67.3 
201707,堡林堡开矫,悼备,老馆侩,"11,726 ","34,453,658 ","5,012,948,792 ",145.5 
201707,堡林堡开矫,悼备,林琶侩,"44,047 ","11,421,827 ","1,194,399,083 ",104.6 
201707,堡林堡开矫,悼备,钦拌,"63,069 ","53,212,712 ","7,079,414,781 ",133 
201707,堡林堡开矫,合备,啊肺殿,"11,848 ","1,127,373 ","148,042,483 ",131.3 
201707,堡林堡开矫,合备,背腊侩,208 ,"13,268,046 ","1,453,370,070 ",109.5 
201707,堡林堡开矫,合备,丑荤侩,"1,803 ","1,182,722 ","61,411,188 ",51.9 
201707,堡林堡开矫,合备,魂诀侩,"1,560 ","70,024,340 ","8,358,063,475 ",119.4 
201707,堡林堡开矫,合备,缴 具,"1,989 ","1,487,323 ","104,679,652 ",70.4 
201707,堡林堡开矫,合备,老馆侩,"26,751 ","64,552,249 ","9,338,526,420 ",144.7 
201707,堡林堡开矫,合备,林琶侩,"125,942 ","50,732,336 ","5,313,221,505 ",104.7 
201707,堡林堡开矫,合备,钦拌,"170,101 ","202,374,389 ","24,777,314,793 ",122.4 
201707,堡林堡开矫,辑备,啊肺殿,"7,956 ","899,309 ","116,443,932 ",129.5 
201707,堡林堡开矫,辑备,背腊侩,111 ,"2,176,047 ","258,203,994 ",118.7 
201707,堡林堡开矫,辑备,丑荤侩,994 ,"516,706 ","25,222,634 ",48.8 
201707,堡林堡开矫,辑备,魂诀侩,696 ,"28,393,438 ","3,671,576,020 ",129.3 
201707,堡林堡开矫,辑备,缴 具,"1,021 ","1,329,470 ","98,442,958 ",74 
201707,堡林堡开矫,辑备,老馆侩,"18,670 ","69,657,881 ","10,020,075,783 ",143.8 
201707,堡林堡开矫,辑备,林琶侩,"75,031 ","35,645,349 ","3,691,761,791 ",103.6 
201707,堡林堡开矫,辑备,钦拌,"104,479 ","138,618,200 ","17,881,727,112 ",129 
201708,堡林堡开矫,堡魂备,啊肺殿,"11,541 ","1,972,458 ","235,619,717 ",119.5 
201708,堡林堡开矫,堡魂备,背腊侩,169 ,"4,992,671 ","626,115,342 ",125.4 
201708,堡林堡开矫,堡魂备,丑荤侩,"5,430 ","2,868,282 ","146,115,455 ",50.9 
201708,堡林堡开矫,堡魂备,魂诀侩,"2,982 ","177,796,163 ","23,250,824,080 ",130.8 
201708,堡林堡开矫,堡魂备,缴 具,"1,577 ","805,313 ","59,658,482 ",74.1 
201708,堡林堡开矫,堡魂备,老馆侩,"21,370 ","75,533,050 ","10,508,952,829 ",139.1 
201708,堡林堡开矫,堡魂备,林琶侩,"79,852 ","59,535,552 ","7,529,944,900 ",126.5 
201708,堡林堡开矫,堡魂备,钦拌,"122,921 ","323,503,489 ","42,357,230,805 ",130.9 
201708,堡林堡开矫,巢备,啊肺殿,"8,241 ","827,648 ","96,857,894 ",117 
201708,堡林堡开矫,巢备,背腊侩,106 ,"2,872,569 ","370,453,706 ",129 
201708,堡林堡开矫,巢备,丑荤侩,"2,268 ","674,077 ","36,385,494 ",54 
201708,堡林堡开矫,巢备,魂诀侩,471 ,"3,972,724 ","550,618,978 ",138.6 
201708,堡林堡开矫,巢备,缴 具,"1,316 ","306,866 ","18,625,942 ",60.7 
201708,堡林堡开矫,巢备,老馆侩,"10,881 ","30,475,621 ","4,328,960,526 ",142 
201708,堡林堡开矫,巢备,林琶侩,"56,439 ","31,215,771 ","3,971,554,178 ",127.2 
201708,堡林堡开矫,巢备,钦拌,"79,722 ","70,345,276 ","9,373,456,718 ",133.2 
201708,堡林堡开矫,悼备,啊肺殿,"5,282 ","570,603 ","65,139,181 ",114.2 
201708,堡林堡开矫,悼备,背腊侩,56 ,"3,758,165 ","431,105,474 ",114.7 
201708,堡林堡开矫,悼备,丑荤侩,279 ,"83,679 ","4,434,526 ",53 
201708,堡林堡开矫,悼备,魂诀侩,436 ,"2,627,517 ","359,036,903 ",136.6 
201708,堡林堡开矫,悼备,缴 具,"1,240 ","566,626 ","37,337,766 ",65.9 
201708,堡林堡开矫,悼备,老馆侩,"11,712 ","39,082,244 ","5,548,463,544 ",142 
201708,堡林堡开矫,悼备,林琶侩,"44,067 ","14,154,487 ","1,745,979,357 ",123.4 
201708,堡林堡开矫,悼备,钦拌,"63,072 ","60,843,321 ","8,191,496,751 ",134.6 
201708,堡林堡开矫,合备,啊肺殿,"11,844 ","1,206,731 ","152,519,075 ",126.4 
201708,堡林堡开矫,合备,背腊侩,208 ,"12,744,231 ","1,445,155,096 ",113.4 
201708,堡林堡开矫,合备,丑荤侩,"1,812 ","1,962,370 ","92,804,785 ",47.3 
201708,堡林堡开矫,合备,魂诀侩,"1,564 ","70,402,265 ","8,392,961,293 ",119.2 
201708,堡林堡开矫,合备,缴 具,"1,978 ","1,417,506 ","100,800,016 ",71.1 
201708,堡林堡开矫,合备,老馆侩,"26,811 ","74,400,956 ","10,423,554,440 ",140.1 
201708,堡林堡开矫,合备,林琶侩,"126,148 ","62,893,794 ","7,697,970,394 ",122.4 
201708,堡林堡开矫,合备,钦拌,"170,365 ","225,027,853 ","28,305,765,099 ",125.8 
201708,堡林堡开矫,辑备,啊肺殿,"7,974 ","900,337 ","114,821,294 ",127.5 
201708,堡林堡开矫,辑备,背腊侩,110 ,"2,043,946 ","261,800,257 ",128.1 
201708,堡林堡开矫,辑备,丑荤侩,992 ,"478,292 ","24,794,453 ",51.8 
201708,堡林堡开矫,辑备,魂诀侩,701 ,"20,435,723 ","2,768,225,864 ",135.5 
201708,堡林堡开矫,辑备,缴 具,"1,016 ","1,393,875 ","107,533,873 ",77.1 
201708,堡林堡开矫,辑备,老馆侩,"18,699 ","80,772,279 ","11,208,178,064 ",138.8 
201708,堡林堡开矫,辑备,林琶侩,"75,036 ","47,527,646 ","6,054,550,481 ",127.4 
201708,堡林堡开矫,辑备,钦拌,"104,528 ","153,552,098 ","20,539,904,286 ",133.8 
201709,堡林堡开矫,堡魂备,啊肺殿,"11,542 ","2,107,028 ","245,131,499 ",116.3 
201709,堡林堡开矫,堡魂备,背腊侩,169 ,"5,004,588 ","591,418,404 ",118.2 
201709,堡林堡开矫,堡魂备,丑荤侩,"5,438 ","2,533,603 ","131,825,953 ",52 
201709,堡林堡开矫,堡魂备,魂诀侩,"2,984 ","181,038,743 ","19,032,867,399 ",105.1 
201709,堡林堡开矫,堡魂备,缴 具,"1,556 ","468,611 ","35,199,592 ",75.1 
201709,堡林堡开矫,堡魂备,老馆侩,"21,394 ","66,100,257 ","8,426,972,579 ",127.5 
201709,堡林堡开矫,堡魂备,林琶侩,"80,169 ","49,559,486 ","5,522,326,108 ",111.4 
201709,堡林堡开矫,堡魂备,钦拌,"123,252 ","306,812,316 ","33,985,741,534 ",110.8 
201709,堡林堡开矫,巢备,啊肺殿,"8,241 ","898,627 ","101,107,472 ",112.5 
201709,堡林堡开矫,巢备,背腊侩,106 ,"3,074,665 ","360,614,167 ",117.3 
201709,堡林堡开矫,巢备,丑荤侩,"2,270 ","521,035 ","31,088,863 ",59.7 
201709,堡林堡开矫,巢备,魂诀侩,469 ,"3,886,974 ","472,387,197 ",121.5 
201709,堡林堡开矫,巢备,缴 具,"1,317 ","333,037 ","19,612,586 ",58.9 
201709,堡林堡开矫,巢备,老馆侩,"10,851 ","25,304,480 ","3,164,560,520 ",125.1 
201709,堡林堡开矫,巢备,林琶侩,"56,490 ","24,519,133 ","2,631,103,818 ",107.3 
201709,堡林堡开矫,巢备,钦拌,"79,744 ","58,537,951 ","6,780,474,623 ",115.8 
201709,堡林堡开矫,悼备,啊肺殿,"5,287 ","598,643 ","66,403,792 ",110.9 
201709,堡林堡开矫,悼备,背腊侩,56 ,"3,588,398 ","387,440,762 ",108 
201709,堡林堡开矫,悼备,丑荤侩,280 ,"101,155 ","5,196,312 ",51.4 
201709,堡林堡开矫,悼备,魂诀侩,435 ,"2,370,467 ","283,438,769 ",119.6 
201709,堡林堡开矫,悼备,缴 具,"1,233 ","600,425 ","37,362,350 ",62.2 
201709,堡林堡开矫,悼备,老馆侩,"11,679 ","33,258,574 ","4,207,009,646 ",126.5 
201709,堡林堡开矫,悼备,林琶侩,"44,037 ","11,585,845 ","1,224,408,557 ",105.7 
201709,堡林堡开矫,悼备,钦拌,"63,007 ","52,103,507 ","6,211,260,188 ",119.2 
201709,堡林堡开矫,合备,啊肺殿,"11,853 ","1,325,416 ","160,657,476 ",121.2 
201709,堡林堡开矫,合备,背腊侩,208 ,"11,808,043 ","1,126,516,606 ",95.4 
201709,堡林堡开矫,合备,丑荤侩,"1,815 ","1,333,155 ","67,198,444 ",50.4 
201709,堡林堡开矫,合备,魂诀侩,"1,568 ","65,723,193 ","6,518,606,472 ",99.2 
201709,堡林堡开矫,合备,缴 具,"1,969 ","1,088,047 ","77,446,615 ",71.2 
201709,堡林堡开矫,合备,老馆侩,"26,796 ","63,714,853 ","8,096,048,937 ",127.1 
201709,堡林堡开矫,合备,林琶侩,"126,308 ","49,562,038 ","5,076,470,918 ",102.4 
201709,堡林堡开矫,合备,钦拌,"170,517 ","194,554,745 ","21,122,945,468 ",108.6 
201709,堡林堡开矫,辑备,啊肺殿,"7,966 ","1,004,886 ","122,146,186 ",121.6 
201709,堡林堡开矫,辑备,背腊侩,111 ,"2,118,373 ","267,015,821 ",126 
201709,堡林堡开矫,辑备,丑荤侩,994 ,"525,368 ","26,601,771 ",50.6 
201709,堡林堡开矫,辑备,魂诀侩,702 ,"31,155,128 ","3,299,153,301 ",105.9 
201709,堡林堡开矫,辑备,缴 具,"1,009 ","1,192,457 ","92,785,513 ",77.8 
201709,堡林堡开矫,辑备,老馆侩,"18,680 ","71,161,219 ","9,115,056,442 ",128.1 
201709,堡林堡开矫,辑备,林琶侩,"75,087 ","39,198,554 ","4,321,423,215 ",110.2 
201709,堡林堡开矫,辑备,钦拌,"104,549 ","146,355,985 ","17,244,182,249 ",117.8 
201710,堡林堡开矫,堡魂备,啊肺殿,"11,544 ","2,250,398 ","253,400,009 ",112.6 
201710,堡林堡开矫,堡魂备,背腊侩,169 ,"3,614,351 ","375,723,201 ",104 
201710,堡林堡开矫,堡魂备,丑荤侩,"5,467 ","2,082,631 ","114,677,824 ",55.1 
201710,堡林堡开矫,堡魂备,魂诀侩,"2,993 ","152,362,107 ","15,672,209,254 ",102.9 
201710,堡林堡开矫,堡魂备,缴 具,"1,552 ","619,255 ","40,224,214 ",65 
201710,堡林堡开矫,堡魂备,老馆侩,"21,414 ","53,791,276 ","6,038,441,400 ",112.3 
201710,堡林堡开矫,堡魂备,林琶侩,"80,330 ","40,272,004 ","3,816,950,637 ",94.8 
201710,堡林堡开矫,堡魂备,钦拌,"123,469 ","254,992,022 ","26,311,626,539 ",103.2 
201710,堡林堡开矫,巢备,啊肺殿,"8,252 ","978,542 ","104,412,115 ",106.7 
201710,堡林堡开矫,巢备,背腊侩,106 ,"2,001,578 ","214,624,143 ",107.2 
201710,堡林堡开矫,巢备,丑荤侩,"2,276 ","476,529 ","29,759,231 ",62.4 
201710,堡林堡开矫,巢备,魂诀侩,469 ,"3,548,317 ","402,886,182 ",113.5 
201710,堡林堡开矫,巢备,缴 具,"1,308 ","524,956 ","28,347,464 ",54 
201710,堡林堡开矫,巢备,老馆侩,"10,837 ","20,637,452 ","2,449,853,735 ",118.7 
201710,堡林堡开矫,巢备,林琶侩,"56,523 ","22,451,510 ","2,247,602,375 ",100.1 
201710,堡林堡开矫,巢备,钦拌,"79,771 ","50,618,884 ","5,477,485,245 ",108.2 
201710,堡林堡开矫,悼备,啊肺殿,"5,288 ","677,135 ","71,466,374 ",105.5 
201710,堡林堡开矫,悼备,背腊侩,56 ,"2,811,611 ","250,290,061 ",89 
201710,堡林堡开矫,悼备,丑荤侩,281 ,"78,815 ","4,352,901 ",55.2 
201710,堡林堡开矫,悼备,魂诀侩,435 ,"2,127,102 ","243,778,526 ",114.6 
201710,堡林堡开矫,悼备,缴 具,"1,228 ","490,361 ","28,700,069 ",58.5 
201710,堡林堡开矫,悼备,老馆侩,"11,658 ","27,184,667 ","3,131,585,258 ",115.2 
201710,堡林堡开矫,悼备,林琶侩,"43,988 ","10,223,246 ","1,001,896,826 ",98 
201710,堡林堡开矫,悼备,钦拌,"62,934 ","43,592,937 ","4,732,070,015 ",108.6 
201710,堡林堡开矫,合备,啊肺殿,"11,872 ","1,460,107 ","167,648,530 ",114.8 
201710,堡林堡开矫,合备,背腊侩,208 ,"9,146,715 ","814,677,740 ",89.1 
201710,堡林堡开矫,合备,丑荤侩,"1,819 ","927,176 ","50,448,546 ",54.4 
201710,堡林堡开矫,合备,魂诀侩,"1,572 ","59,205,910 ","5,579,093,619 ",94.2 
201710,堡林堡开矫,合备,缴 具,"1,962 ","1,087,943 ","73,600,788 ",67.7 
201710,堡林堡开矫,合备,老馆侩,"26,774 ","51,485,001 ","5,884,081,232 ",114.3 
201710,堡林堡开矫,合备,林琶侩,"126,436 ","44,437,446 ","4,203,656,825 ",94.6 
201710,堡林堡开矫,合备,钦拌,"170,643 ","167,750,298 ","16,773,207,280 ",100 
201710,堡林堡开矫,辑备,啊肺殿,"7,968 ","1,119,973 ","128,889,898 ",115.1 
201710,堡林堡开矫,辑备,背腊侩,111 ,"1,393,127 ","154,102,698 ",110.6 
201710,堡林堡开矫,辑备,丑荤侩,992 ,"399,796 ","21,464,509 ",53.7 
201710,堡林堡开矫,辑备,魂诀侩,700 ,"20,820,391 ","2,148,940,936 ",103.2 
201710,堡林堡开矫,辑备,缴 具,"1,005 ","966,643 ","73,606,312 ",76.1 
201710,堡林堡开矫,辑备,老馆侩,"18,643 ","57,582,225 ","6,455,944,429 ",112.1 
201710,堡林堡开矫,辑备,林琶侩,"75,225 ","32,517,077 ","3,149,040,699 ",96.8 
201710,堡林堡开矫,辑备,钦拌,"104,644 ","114,799,232 ","12,131,989,481 ",105.7 
201711,堡林堡开矫,堡魂备,啊肺殿,"11,549 ","2,488,543 ","273,277,779 ",109.8 
201711,堡林堡开矫,堡魂备,背腊侩,169 ,"4,096,579 ","446,208,927 ",108.9 
201711,堡林堡开矫,堡魂备,丑荤侩,"7,485 ","4,029,588 ","177,988,715 ",44.2 
201711,堡林堡开矫,堡魂备,魂诀侩,"3,003 ","173,777,110 ","20,954,137,455 ",120.6 
201711,堡林堡开矫,堡魂备,缴 具,"1,548 ","1,389,244 ","86,215,169 ",62.1 
201711,堡林堡开矫,堡魂备,老馆侩,"21,447 ","53,493,149 ","6,758,967,855 ",126.4 
201711,堡林堡开矫,堡魂备,林琶侩,"80,633 ","42,507,300 ","4,176,376,124 ",98.3 
201711,堡林堡开矫,堡魂备,钦拌,"125,834 ","281,781,513 ","32,873,172,024 ",116.7 
201711,堡林堡开矫,巢备,啊肺殿,"8,257 ","1,051,360 ","111,219,184 ",105.8 
201711,堡林堡开矫,巢备,背腊侩,106 ,"2,438,069 ","269,385,728 ",110.5 
201711,堡林堡开矫,巢备,丑荤侩,"3,434 ","1,330,435 ","52,549,391 ",39.5 
201711,堡林堡开矫,巢备,魂诀侩,469 ,"3,841,575 ","497,881,877 ",129.6 
201711,堡林堡开矫,巢备,缴 具,"1,301 ","1,534,940 ","102,312,618 ",66.7 
201711,堡林堡开矫,巢备,老馆侩,"10,853 ","22,233,823 ","2,980,542,750 ",134.1 
201711,堡林堡开矫,巢备,林琶侩,"56,557 ","23,872,996 ","2,505,262,369 ",104.9 
201711,堡林堡开矫,巢备,钦拌,"80,977 ","56,303,198 ","6,519,153,917 ",115.8 
201711,堡林堡开矫,悼备,啊肺殿,"5,286 ","723,162 ","74,187,547 ",102.6 
201711,堡林堡开矫,悼备,背腊侩,56 ,"2,971,792 ","286,532,789 ",96.4 
201711,堡林堡开矫,悼备,丑荤侩,305 ,"104,802 ","4,998,797 ",47.7 
201711,堡林堡开矫,悼备,魂诀侩,436 ,"2,238,001 ","297,947,622 ",133.1 
201711,堡林堡开矫,悼备,缴 具,"1,224 ","1,044,263 ","67,888,963 ",65 
201711,堡林堡开矫,悼备,老馆侩,"11,642 ","27,157,716 ","3,609,644,331 ",132.9 
201711,堡林堡开矫,悼备,林琶侩,"44,011 ","10,837,920 ","1,118,442,890 ",103.2 
201711,堡林堡开矫,悼备,钦拌,"62,960 ","45,077,656 ","5,459,642,939 ",121.1 
201711,堡林堡开矫,合备,啊肺殿,"11,877 ","1,634,670 ","181,835,954 ",111.2 
201711,堡林堡开矫,合备,背腊侩,208 ,"10,453,342 ","1,097,724,842 ",105 
201711,堡林堡开矫,合备,丑荤侩,"2,493 ","1,557,929 ","70,324,096 ",45.1 
201711,堡林堡开矫,合备,魂诀侩,"1,577 ","61,745,026 ","7,169,008,697 ",116.1 
201711,堡林堡开矫,合备,缴 具,"1,957 ","2,304,576 ","157,019,174 ",68.1 
201711,堡林堡开矫,合备,老馆侩,"26,761 ","52,358,630 ","6,751,584,014 ",128.9 
201711,堡林堡开矫,合备,林琶侩,"126,715 ","47,033,417 ","4,647,416,735 ",98.8 
201711,堡林堡开矫,合备,钦拌,"171,588 ","177,087,590 ","20,074,913,512 ",113.4 
201711,堡林堡开矫,辑备,啊肺殿,"7,980 ","1,186,099 ","133,538,774 ",112.6 
201711,堡林堡开矫,辑备,背腊侩,111 ,"1,432,507 ","161,086,082 ",112.5 
201711,堡林堡开矫,辑备,丑荤侩,"1,517 ","683,456 ","29,072,781 ",42.5 
201711,堡林堡开矫,辑备,魂诀侩,702 ,"24,579,729 ","3,132,840,523 ",127.5 
201711,堡林堡开矫,辑备,缴 具,"1,000 ","1,116,499 ","77,304,166 ",69.2 
201711,堡林堡开矫,辑备,老馆侩,"18,634 ","56,820,600 ","7,220,362,817 ",127.1 
201711,堡林堡开矫,辑备,林琶侩,"75,378 ","33,985,770 ","3,400,153,251 ",100 
201711,堡林堡开矫,辑备,钦拌,"105,322 ","119,804,660 ","14,154,358,394 ",118.1 
201712,堡林堡开矫,堡魂备,啊肺殿,"11,554 ","2,570,310 ","277,771,725 ",108.1 
201712,堡林堡开矫,堡魂备,背腊侩,168 ,"6,536,298 ","681,698,756 ",104.3 
201712,堡林堡开矫,堡魂备,丑荤侩,"5,539 ","4,876,672 ","232,581,939 ",47.7 
201712,堡林堡开矫,堡魂备,魂诀侩,"3,000 ","173,354,865 ","21,735,774,229 ",125.4 
201712,堡林堡开矫,堡魂备,缴 具,"1,546 ","3,402,451 ","250,062,099 ",73.5 
201712,堡林堡开矫,堡魂备,老馆侩,"21,517 ","63,402,863 ","8,518,786,642 ",134.4 
201712,堡林堡开矫,堡魂备,林琶侩,"80,871 ","44,738,832 ","4,568,953,415 ",102.1 
201712,堡林堡开矫,堡魂备,钦拌,"124,195 ","298,882,291 ","36,265,628,805 ",121.3 
201712,堡林堡开矫,巢备,啊肺殿,"8,259 ","1,131,727 ","117,835,551 ",104.1 
201712,堡林堡开矫,巢备,背腊侩,106 ,"3,952,360 ","410,182,473 ",103.8 
201712,堡林堡开矫,巢备,丑荤侩,"2,283 ","906,770 ","49,808,844 ",54.9 
201712,堡林堡开矫,巢备,魂诀侩,469 ,"4,006,887 ","552,971,420 ",138 
201712,堡林堡开矫,巢备,缴 具,"1,297 ","2,828,102 ","203,988,318 ",72.1 
201712,堡林堡开矫,巢备,老馆侩,"10,887 ","27,314,857 ","3,695,211,425 ",135.3 
